age,eduyrs,home,skills,daily,inc4
31,19,Yes,9,1,Mid-high
46,13,Yes,3,0,Lowest
43,16,Yes,9,1,Mid-high
36,11,Yes,3,1,Mid-high
41,7,Yes,5,0,Mid-high
68,12,Yes,10,1,Mid-high
66,12,Yes,6,1,Mid-low
70,16,Yes,3,1,Lowest
55,13,Yes,3,1,Mid-high
74,11,Yes,4,1,Lowest
46,13,Yes,9,1,Highest
66,11,No,0,0,Mid-high
37,12,Yes,5,1,Mid-low
52,12,Yes,7,0,Mid-high
40,12,Yes,7,1,Mid-low
68,15,No,0,0,Mid-low
64,11,Yes,0,0,Lowest
70,11,Yes,1,1,Lowest
62,12,Yes,2,0,Mid-high
30,7,Yes,1,1,Mid-low
74,8,No,0,0,Lowest
69,10,No,0,0,Mid-low
26,12,Yes,4,1,Mid-low
54,18,Yes,12,1,Highest
45,18,Yes,3,1,Mid-high
74,16,Yes,3,1,Lowest
64,11,Yes,0,1,Lowest
33,12,Yes,9,1,Mid-high
21,12,Yes,6,1,Mid-high
76,14,Yes,3,1,Lowest
47,16,Yes,11,1,Mid-high
60,8,Yes,0,0,Mid-high
37,19,Yes,12,1,Mid-high
79,12,No,0,0,Lowest
75,7,No,0,0,Lowest
55,12,Yes,8,1,Highest
45,12,Yes,8,1,Mid-high
19,12,Yes,1,1,Mid-low
62,12,No,0,0,Lowest
44,7,Yes,5,1,Mid-high
57,19,Yes,8,1,Mid-high
66,17,Yes,7,1,Mid-low
29,16,Yes,4,1,Mid-high
70,20,Yes,9,1,Mid-high
60,12,Yes,11,1,Mid-low
73,10,Yes,0,0,Lowest
68,19,Yes,5,1,Lowest
45,16,Yes,12,1,Highest
70,11,No,0,0,Lowest
61,12,Yes,5,1,Mid-high
68,11,No,0,0,Lowest
40,18,Yes,5,1,Lowest
70,14,Yes,0,1,Mid-high
56,12,Yes,6,1,Mid-high
61,14,Yes,5,1,Mid-low
75,12,No,0,0,Lowest
49,16,Yes,12,1,Mid-high
70,11,No,0,0,Mid-low
77,16,Yes,0,0,Lowest
70,9,Yes,2,0,Lowest
41,11,Yes,9,1,Highest
36,17,Yes,7,1,Mid-low
32,16,Yes,12,999,Mid-high
71,8,No,0,0,Lowest
77,13,Yes,0,0,Highest
32,8,No,0,0,Mid-low
46,12,Yes,7,1,Mid-low
64,11,Yes,0,0,Lowest
46,17,Yes,12,1,Highest
53,18,No,6,0,Highest
49,19,Yes,9,1,Mid-high
41,12,No,7,0,Highest
81,11,No,0,0,Lowest
58,11,Yes,3,1,Mid-high
28,16,Yes,12,1,Highest
50,18,No,7,0,Mid-high
55,11,Yes,6,0,Mid-high
70,11,Yes,0,0,Lowest
52,11,Yes,12,1,Mid-high
35,18,Yes,8,1,Mid-high
20,12,Yes,12,1,Highest
85,6,No,0,0,Lowest
60,12,Yes,6,1,Mid-low
63,12,Yes,6,1,Highest
55,15,Yes,6,1,Mid-low
68,11,Yes,0,0,Lowest
81,16,No,0,0,Lowest
66,11,No,0,0,Lowest
67,12,Yes,5,0,Mid-high
50,12,Yes,5,0,Mid-low
32,16,No,6,0,Mid-low
76,8,No,0,0,Mid-low
57,11,Yes,999,1,Lowest
38,12,Yes,3,1,Highest
65,11,Yes,6,0,Lowest
62,19,Yes,4,1,Mid-high
23,14,Yes,11,1,Mid-low
74,10,No,0,0,Lowest
58,9,No,0,0,Mid-low
36,17,Yes,12,1,Highest
77,11,Yes,2,0,Lowest
63,12,Yes,9,0,Mid-low
25,14,No,8,1,Mid-high
27,12,Yes,11,1,Highest
56,12,Yes,12,1,Mid-high
66,11,No,0,0,Lowest
62,7,Yes,0,0,Lowest
65,12,No,0,0,Lowest
53,6,Yes,8,1,Mid-high
73,11,No,0,0,Lowest
45,12,Yes,6,1,Mid-low
30,7,Yes,3,1,Lowest
40,16,Yes,6,1,Highest
49,16,Yes,10,1,Lowest
40,18,Yes,8,1,Highest
51,14,No,0,0,Lowest
76,4,Yes,3,1,Lowest
62,23,Yes,5,0,Lowest
65,11,Yes,4,1,Lowest
61,23,No,7,0,Mid-low
40,16,No,6,1,Mid-high
43,17,Yes,12,1,Mid-high
50,17,Yes,6,1,Mid-high
67,20,Yes,5,1,Mid-low
76,18,No,0,0,Mid-low
56,16,Yes,5,1,Mid-low
76,12,No,0,0,Mid-high
71,10,Yes,2,1,Lowest
75,18,Yes,1,0,Lowest
51,11,Yes,3,1,Mid-low
22,15,Yes,12,1,Mid-low
50,17,Yes,12,1,Mid-high
45,17,Yes,8,1,Mid-high
55,12,Yes,8,1,Mid-high
40,15,Yes,12,1,Highest
41,12,Yes,5,1,Mid-high
36,16,Yes,12,1,Highest
22,12,Yes,5,1,Lowest
31,17,Yes,12,1,Mid-high
27,16,Yes,12,1,Mid-high
49,17,Yes,5,1,Mid-high
71,15,Yes,6,0,Lowest
74,12,Yes,7,0,Lowest
41,18,Yes,3,0,Mid-high
75,12,Yes,3,0,Mid-high
69,9,No,0,0,Mid-low
89,10,No,0,0,Lowest
37,16,Yes,10,1,Lowest
60,11,Yes,3,0,Mid-high
58,12,Yes,12,1,Mid-low
51,11,Yes,6,1,Mid-low
74,17,Yes,9,1,Mid-low
68,16,No,0,0,Mid-low
38,7,Yes,4,1,Lowest
52,11,Yes,9,1,Mid-low
59,11,Yes,0,1,Mid-high
72,12,Yes,0,0,Lowest
52,15,Yes,10,1,Mid-high
67,7,No,0,0,Lowest
33,16,Yes,12,1,Mid-high
27,7,Yes,0,1,Highest
37,17,Yes,9,1,Highest
73,13,No,0,0,Lowest
68,8,No,0,0,Lowest
54,11,Yes,3,1,Mid-high
51,17,Yes,4,0,Mid-low
75,12,Yes,0,0,Lowest
54,15,Yes,4,1,Mid-high
35,17,Yes,12,1,Highest
61,12,Yes,0,1,Mid-low
71,11,No,0,0,Lowest
47,11,Yes,4,1,Mid-high
69,11,Yes,5,0,Lowest
90,11,Yes,6,0,Lowest
24,16,Yes,12,1,Mid-low
77,15,Yes,6,0,Mid-low
48,11,Yes,0,1,Mid-low
50,8,Yes,6,1,Mid-low
85,11,No,0,0,Lowest
54,12,No,6,0,Mid-high
38,15,Yes,12,1,Mid-high
41,12,No,3,0,Lowest
71,10,No,0,0,Lowest
38,12,Yes,4,0,Mid-high
49,12,Yes,2,1,Mid-high
23,16,Yes,12,1,Highest
48,17,Yes,6,1,Lowest
66,0,No,0,0,Lowest
31,0,Yes,0,0,Lowest
66,16,Yes,9,0,Mid-high
33,17,Yes,2,0,Mid-high
33,12,Yes,12,1,Mid-low
26,12,Yes,12,1,Mid-high
53,11,Yes,0,1,Mid-low
73,16,No,0,0,Mid-low
59,12,No,0,0,Lowest
35,12,Yes,0,1,Mid-high
53,11,Yes,6,0,Lowest
58,11,Yes,2,0,Mid-low
75,4,No,0,0,Lowest
76,8,No,12,0,Mid-low
61,15,Yes,0,1,Mid-high
46,11,Yes,5,0,Mid-low
19,16,Yes,9,0,Mid-low
63,4,Yes,8,1,Mid-high
65,12,Yes,6,0,Mid-high
46,12,Yes,9,1,Mid-high
78,13,Yes,0,0,Lowest
26,16,Yes,12,1,Mid-low
30,8,Yes,2,1,Lowest
36,15,Yes,8,1,Highest
48,16,Yes,12,1,Highest
73,10,No,0,0,Lowest
56,12,Yes,5,1,Mid-high
71,8,No,0,0,Lowest
53,20,Yes,7,0,Mid-high
32,12,Yes,4,1,Lowest
35,12,Yes,9,1,Highest
67,12,No,0,0,Mid-low
37,16,Yes,10,1,Mid-low
36,8,Yes,3,1,Mid-low
39,16,Yes,8,1,Mid-high
43,18,Yes,6,1,Mid-high
63,17,Yes,10,1,Mid-low
70,12,No,3,0,Mid-high
42,17,No,8,1,Mid-low
61,11,Yes,3,1,Mid-high
90,11,Yes,3,0,Lowest
45,11,No,0,0,Mid-high
71,11,No,0,0,Lowest
22,16,Yes,9,1,Mid-high
75,7,No,0,0,Lowest
84,7,Yes,0,0,Lowest
45,12,Yes,6,1,Mid-high
81,12,No,0,0,Lowest
41,12,Yes,6,1,Mid-high
31,12,Yes,8,1,Lowest
65,12,Yes,5,1,Mid-low
82,7,No,0,0,Lowest
41,12,Yes,6,1,Mid-low
54,11,Yes,6,1,Mid-high
39,18,Yes,9,1,Mid-high
52,11,Yes,8,1,Mid-low
53,7,Yes,0,1,Lowest
71,12,No,0,0,Mid-low
58,11,Yes,3,1,Mid-low
44,16,Yes,9,1,Mid-low
28,11,Yes,8,1,Mid-high
82,16,No,0,0,Mid-low
78,18,Yes,1,0,Lowest
65,13,Yes,6,0,Mid-low
61,11,Yes,4,1,Mid-low
72,12,Yes,5,0,Lowest
69,15,Yes,6,1,Lowest
25,16,Yes,10,1,Mid-high
85,13,No,0,0,Lowest
43,8,Yes,0,0,Lowest
76,11,Yes,0,0,Lowest
62,12,No,0,0,Mid-high
76,12,Yes,0,0,Mid-high
57,15,Yes,5,1,Mid-high
83,15,Yes,6,0,Lowest
61,12,Yes,5,1,Mid-low
38,8,Yes,2,1,Lowest
52,11,No,2,0,Mid-low
52,15,Yes,3,1,Highest
65,16,No,0,0,Mid-low
75,16,Yes,4,1,Lowest
70,13,Yes,0,0,Mid-low
65,11,Yes,1,1,Lowest
60,11,No,5,1,Mid-high
23,15,Yes,12,1,Lowest
56,8,Yes,10,0,Mid-high
30,0,Yes,0,1,Mid-low
78,8,No,0,0,Lowest
30,18,Yes,9,1,Mid-high
74,16,Yes,7,1,Mid-high
21,12,Yes,6,1,Mid-low
63,11,Yes,2,0,Lowest
45,17,Yes,12,1,Highest
45,20,Yes,12,1,Mid-low
61,12,Yes,7,0,Lowest
68,11,Yes,0,0,Mid-low
29,11,No,3,1,Mid-low
46,19,Yes,9,0,Mid-high
25,7,No,0,0,Lowest
25,16,Yes,9,1,Mid-high
71,16,No,3,0,Mid-low
38,17,Yes,11,1,Mid-low
27,18,Yes,12,1,Mid-high
64,11,No,0,0,Lowest
59,11,Yes,10,0,Lowest
40,12,Yes,0,0,Mid-high
56,8,Yes,0,1,Lowest
40,11,Yes,12,1,Mid-high
36,16,Yes,12,1,Mid-high
74,14,Yes,3,0,Lowest
24,12,Yes,11,1,Mid-high
81,11,No,0,0,Lowest
22,8,No,0,0,Mid-low
41,16,Yes,11,1,Highest
62,12,Yes,999,1,Mid-low
74,11,Yes,3,0,Lowest
67,17,Yes,12,1,Lowest
52,12,No,0,0,Lowest
72,7,No,0,0,Lowest
35,18,Yes,12,1,Mid-high
78,15,No,0,0,Lowest
33,16,Yes,12,1,Highest
68,8,No,0,0,Mid-low
43,14,Yes,5,1,Highest
42,12,Yes,6,1,Lowest
41,17,Yes,8,1,Highest
41,16,Yes,8,1,Mid-high
41,23,Yes,12,1,Mid-low
52,5,No,6,1,Mid-low
41,15,Yes,9,1,Mid-low
39,21,Yes,12,1,Mid-high
75,11,No,0,0,Mid-high
73,12,No,0,0,Mid-high
89,9,No,0,0,Lowest
57,11,Yes,5,1,Mid-high
35,17,Yes,999,1,Mid-high
73,23,Yes,8,1,Mid-low
51,16,Yes,12,1,Mid-high
68,12,No,0,0,Lowest
76,12,No,0,0,Highest
38,11,Yes,3,1,Mid-high
62,11,Yes,3,0,Mid-high
66,11,No,0,0,Mid-high
32,18,Yes,12,1,Highest
33,11,Yes,6,1,Highest
48,12,Yes,5,1,Mid-high
66,18,Yes,12,1,Lowest
51,18,Yes,12,1,Highest
50,18,Yes,8,1,Mid-high
66,19,Yes,3,1,Lowest
81,11,No,0,0,Lowest
26,12,Yes,12,1,Mid-low
62,16,Yes,6,1,Mid-low
58,12,Yes,2,1,Mid-high
57,17,Yes,8,1,Mid-high
36,14,Yes,6,1,Mid-high
36,13,Yes,7,1,Highest
56,12,Yes,10,1,Lowest
43,12,Yes,10,1,Mid-high
51,13,Yes,12,1,Mid-high
21,12,No,3,0,Mid-low
42,8,Yes,0,1,Mid-low
31,8,Yes,4,0,Mid-high
45,12,Yes,5,0,Mid-high
47,17,Yes,6,1,Mid-high
29,8,Yes,3,1,Lowest
61,12,Yes,5,0,Mid-low
48,11,Yes,3,0,Mid-high
48,15,Yes,5,1,Mid-high
36,19,Yes,12,1,Mid-high
71,4,No,0,0,Lowest
76,12,No,0,0,Mid-low
58,16,Yes,6,0,Mid-low
72,8,No,0,0,Lowest
57,7,Yes,1,1,Lowest
68,16,Yes,6,0,Mid-high
86,12,No,0,0,Lowest
66,11,Yes,5,1,Mid-low
46,11,No,0,0,Lowest
81,14,No,0,0,Lowest
52,19,Yes,12,1,Highest
61,11,Yes,6,1,Mid-low
63,11,Yes,6,1,Mid-high
40,11,No,1,0,Lowest
81,7,No,0,0,Lowest
62,12,Yes,0,1,Mid-low
39,14,Yes,4,1,Mid-high
67,8,Yes,0,0,Lowest
69,12,No,0,0,Lowest
78,12,No,0,0,Lowest
73,12,No,0,0,Mid-low
53,16,Yes,11,1,Mid-high
64,15,Yes,6,1,Mid-low
54,11,Yes,8,1,Mid-low
66,12,No,1,0,Lowest
40,13,Yes,4,1,Highest
34,4,Yes,12,1,Mid-high
31,18,Yes,12,1,Mid-high
45,12,Yes,8,1,Mid-high
61,12,No,0,0,Lowest
84,10,No,0,0,Lowest
70,12,Yes,1,1,Lowest
36,16,Yes,12,1,Mid-high
30,17,Yes,12,1,Mid-high
43,16,Yes,10,1,Mid-high
44,12,Yes,2,0,Highest
69,12,Yes,0,1,Lowest
67,15,Yes,1,0,Mid-low
71,8,No,0,0,Mid-low
55,16,Yes,12,1,Mid-low
26,16,Yes,6,0,Highest
36,7,Yes,0,1,Lowest
35,16,Yes,12,1,Mid-high
64,17,Yes,2,0,Mid-low
51,15,Yes,10,1,Mid-low
68,9,No,0,0,Lowest
80,11,No,0,0,Mid-low
20,12,Yes,6,1,Mid-high
21,13,Yes,9,1,Mid-high
26,16,Yes,8,1,Mid-high
39,16,Yes,6,1,Mid-low
62,12,No,0,0,Lowest
46,16,Yes,6,0,Mid-high
51,12,Yes,3,1,Mid-high
47,12,Yes,9,1,Mid-high
46,11,Yes,6,1,Mid-high
27,7,Yes,6,1,Lowest
70,11,Yes,3,1,Lowest
71,12,No,0,0,Mid-high
78,7,No,0,0,Lowest
64,13,No,0,0,Lowest
55,11,Yes,3,1,Lowest
42,13,Yes,2,1,Highest
23,12,Yes,5,1,Mid-low
40,14,Yes,0,0,Mid-high
30,14,No,9,1,Mid-high
50,11,Yes,2,1,Highest
83,11,No,999,0,Mid-low
64,11,Yes,3,1,Mid-low
52,15,Yes,5,1,Mid-high
29,17,Yes,9,1,Mid-high
49,17,Yes,9,1,Mid-low
66,15,Yes,6,0,Mid-low
74,15,Yes,8,0,Lowest
79,14,No,0,0,Lowest
66,17,Yes,4,0,Lowest
43,12,Yes,3,0,Mid-high
41,16,No,3,0,Mid-high
87,11,No,0,0,Lowest
46,18,Yes,9,1,Mid-high
85,13,No,0,0,Lowest
28,15,Yes,11,1,Mid-high
90,7,No,0,0,Lowest
46,17,Yes,8,1,Mid-low
67,11,Yes,0,0,Mid-low
66,12,Yes,9,1,Lowest
61,11,Yes,0,1,Mid-low
54,12,Yes,3,1,Mid-low
60,12,Yes,7,1,Mid-high
32,12,Yes,3,1,Mid-high
75,8,No,0,0,Mid-low
85,9,No,0,0,Lowest
65,12,Yes,0,0,Mid-low
68,19,Yes,5,1,Lowest
83,7,No,0,0,Mid-low
40,16,Yes,12,1,Highest
64,12,No,0,0,Lowest
35,12,Yes,6,1,Highest
74,12,No,0,0,Lowest
68,11,No,0,0,Lowest
55,7,Yes,3,1,Mid-low
75,11,Yes,0,0,Mid-low
36,11,Yes,0,1,Highest
68,11,Yes,0,0,Mid-low
41,16,Yes,9,1,Mid-low
42,21,Yes,12,1,Lowest
27,17,Yes,12,1,Highest
51,12,Yes,3,0,Mid-high
81,0,Yes,0,0,Lowest
23,15,Yes,12,1,Mid-high
38,8,Yes,9,1,Mid-high
49,19,Yes,12,1,Mid-high
39,19,Yes,12,1,Mid-high
22,11,Yes,0,0,Mid-low
71,11,Yes,0,0,Lowest
72,12,Yes,4,0,Mid-high
65,13,Yes,11,1,Mid-high
72,12,Yes,0,1,Mid-low
60,11,No,5,1,Mid-high
83,11,Yes,0,0,Lowest
82,11,No,0,0,Lowest
83,7,No,0,0,Lowest
50,18,No,6,1,Mid-high
39,15,Yes,12,1,Mid-high
37,15,Yes,12,1,Mid-high
64,22,Yes,7,0,Mid-low
44,12,Yes,9,1,Lowest
38,11,Yes,9,1,Mid-low
35,14,Yes,12,1,Mid-low
34,17,Yes,12,1,Mid-high
50,5,Yes,8,1,Mid-high
42,11,Yes,10,1,Highest
66,11,No,3,0,Lowest
43,17,Yes,2,1,Mid-high
48,17,Yes,4,1,Mid-low
59,15,Yes,4,0,Mid-high
57,11,No,0,0,Lowest
31,12,Yes,9,1,Mid-low
75,12,No,0,0,Mid-high
44,12,Yes,999,1,Lowest
44,12,Yes,8,0,Mid-high
65,16,Yes,7,0,Mid-high
31,15,Yes,0,0,Mid-low
39,12,Yes,5,1,Mid-low
76,10,Yes,2,0,Mid-low
50,11,Yes,3,0,Lowest
61,18,Yes,4,1,Mid-high
36,12,Yes,10,1,Mid-low
70,12,Yes,4,0,Lowest
74,7,Yes,0,0,Lowest
67,11,Yes,7,1,Lowest
36,7,No,3,0,Mid-high
55,11,Yes,4,0,Mid-low
72,11,Yes,0,0,Mid-low
55,17,Yes,12,1,Mid-high
41,7,Yes,0,0,Mid-low
33,13,Yes,9,1,Mid-low
31,13,Yes,1,1,Mid-low
74,11,No,0,0,Lowest
33,12,Yes,5,1,Mid-low
70,4,No,0,0,Lowest
51,12,No,0,0,Lowest
59,11,Yes,0,0,Mid-high
25,8,Yes,4,1,Mid-low
37,12,Yes,6,1,Mid-low
30,11,Yes,6,1,Mid-high
51,7,Yes,1,0,Lowest
81,12,No,1,0,Lowest
36,12,Yes,12,1,Mid-low
68,11,No,0,0,Mid-high
43,12,Yes,2,0,Mid-high
58,12,Yes,9,1,Highest
68,12,Yes,6,1,Lowest
28,18,Yes,12,1,Mid-high
74,13,Yes,0,1,Lowest
52,17,No,0,0,Lowest
90,4,No,0,0,Lowest
81,11,No,0,0,Lowest
57,17,Yes,10,1,Mid-high
67,11,Yes,0,0,Lowest
41,18,Yes,10,1,Mid-high
59,15,Yes,10,0,Mid-low
44,19,Yes,10,1,Mid-high
47,16,No,999,1,Mid-high
73,16,No,0,0,Lowest
68,10,Yes,0,0,Lowest
64,11,Yes,8,1,Mid-low
35,16,Yes,6,1,Mid-high
56,17,Yes,9,1,Mid-high
75,12,Yes,0,0,Mid-low
32,12,Yes,6,1,Highest
58,8,No,0,0,Lowest
69,11,No,0,0,Lowest
67,11,Yes,3,0,Lowest
68,17,Yes,2,1,Mid-low
35,15,Yes,12,1,Mid-high
36,15,Yes,8,0,Mid-high
72,18,Yes,0,0,Mid-low
73,11,Yes,0,0,Lowest
37,7,Yes,0,0,Lowest
63,17,Yes,2,0,Lowest
51,12,Yes,3,1,Mid-low
27,16,Yes,12,1,Mid-high
39,10,Yes,2,0,Mid-high
78,13,No,0,0,Mid-low
64,11,Yes,0,1,Mid-low
20,12,Yes,6,1,Highest
54,17,Yes,7,1,Mid-high
44,12,Yes,5,1,Mid-high
78,10,No,0,0,Lowest
41,16,Yes,9,1,Mid-low
87,16,Yes,0,0,Lowest
71,17,Yes,12,1,Lowest
71,11,No,0,0,Mid-low
45,10,Yes,5,1,Mid-low
46,11,Yes,6,1,Mid-high
54,12,Yes,6,1,Highest
60,15,Yes,3,1,Mid-high
48,8,No,0,0,Lowest
29,12,Yes,10,1,Mid-low
41,16,Yes,12,1,Mid-low
78,12,Yes,1,0,Mid-low
75,10,No,0,0,Lowest
66,3,No,0,0,Lowest
23,16,Yes,12,1,Mid-high
32,17,Yes,6,1,Mid-high
70,3,Yes,999,0,Lowest
50,7,No,0,0,Mid-high
44,12,Yes,4,1,Mid-high
44,8,Yes,0,0,Lowest
65,12,No,0,0,Mid-low
49,11,No,0,0,Lowest
56,16,No,6,1,Highest
60,16,Yes,6,1,Mid-high
39,18,Yes,7,1,Mid-high
78,14,Yes,4,1,Lowest
57,12,No,0,0,Lowest
77,12,No,0,0,Mid-high
82,11,No,0,0,Lowest
46,17,Yes,8,1,Mid-low
52,8,Yes,0,1,Mid-low
65,18,No,0,0,Mid-low
70,12,Yes,2,0,Lowest
41,12,No,6,1,Mid-high
65,12,Yes,1,0,Mid-low
61,16,Yes,8,1,Mid-high
21,16,Yes,9,0,Mid-high
37,12,Yes,2,1,Mid-low
37,11,Yes,0,1,Mid-low
64,11,No,0,0,Lowest
68,11,No,0,0,Mid-low
19,12,Yes,4,1,Mid-high
71,7,No,0,0,Lowest
36,17,Yes,11,1,Mid-high
42,15,Yes,8,1,Mid-high
55,12,Yes,6,0,Mid-high
76,12,Yes,1,1,Lowest
48,16,Yes,7,1,Highest
44,16,Yes,9,1,Mid-low
71,11,No,0,0,Mid-low
38,12,Yes,12,1,Highest
69,8,Yes,0,0,Highest
37,17,Yes,12,1,Highest
30,12,Yes,5,1,Mid-high
34,8,Yes,12,1,Mid-high
49,14,Yes,9,1,Highest
47,18,Yes,12,1,Highest
35,18,No,9,0,Mid-high
20,13,Yes,4,1,Mid-high
40,12,Yes,8,1,Mid-high
33,12,Yes,5,1,Highest
52,16,Yes,7,1,Mid-low
35,15,Yes,8,1,Highest
45,3,Yes,7,0,Lowest
73,16,No,12,0,Mid-low
47,12,Yes,3,0,Mid-low
71,9,No,0,0,Lowest
25,17,Yes,12,1,Mid-high
62,16,Yes,10,1,Mid-high
72,12,Yes,0,1,Lowest
56,12,Yes,4,0,Mid-high
22,14,Yes,11,1,Lowest
64,12,Yes,4,1,Mid-low
79,12,Yes,4,1,Mid-low
53,17,Yes,2,0,Mid-high
61,15,Yes,6,1,Mid-low
48,19,Yes,6,1,Mid-low
36,17,Yes,5,1,Mid-high
46,11,Yes,6,1,Mid-high
21,13,Yes,12,1,Mid-high
42,14,Yes,12,1,Highest
27,4,No,2,1,Lowest
29,12,Yes,9,0,Lowest
74,11,Yes,4,999,Mid-high
64,3,No,0,0,Lowest
38,12,Yes,10,1,Mid-high
60,4,No,0,0,Mid-low
84,13,No,0,0,Lowest
58,11,Yes,3,1,Lowest
72,10,No,0,0,Mid-low
41,11,Yes,7,1,Highest
62,11,Yes,6,0,Mid-low
26,18,Yes,11,1,Highest
40,12,Yes,12,1,Mid-high
49,12,Yes,0,1,Mid-high
76,13,Yes,2,0,Lowest
71,7,No,0,0,Lowest
75,13,No,0,0,Lowest
57,18,Yes,6,1,Mid-low
59,8,No,0,0,Lowest
76,11,No,0,0,Mid-low
27,14,No,6,0,Lowest
49,12,Yes,6,1,Mid-low
81,11,No,0,0,Lowest
41,20,Yes,12,1,Highest
38,12,Yes,3,1,Mid-low
75,7,Yes,0,0,Mid-high
72,15,Yes,6,1,Lowest
51,18,Yes,4,1,Mid-high
60,18,Yes,6,1,Mid-low
43,11,Yes,12,1,Mid-high
53,16,Yes,12,1,Highest
66,5,Yes,0,0,Lowest
61,11,No,5,1,Lowest
31,15,Yes,11,1,Mid-high
35,14,Yes,7,1,Mid-high
63,12,Yes,9,1,Mid-high
62,8,Yes,3,1,Mid-low
32,19,Yes,12,1,Mid-low
51,8,Yes,2,1,Mid-high
31,16,Yes,12,1,Highest
64,10,Yes,0,0,Mid-low
44,12,Yes,8,1,Mid-high
71,10,No,0,0,Mid-low
83,0,No,0,0,Lowest
79,10,No,0,0,Lowest
47,11,Yes,0,1,Mid-high
49,11,Yes,6,0,Mid-high
64,11,Yes,1,1,Lowest
57,15,Yes,7,1,Highest
71,12,No,0,0,Mid-low
29,19,Yes,12,1,Highest
48,19,Yes,6,0,Mid-high
25,12,Yes,12,1,Mid-high
74,16,No,0,0,Lowest
28,12,Yes,12,1,Highest
32,19,Yes,12,1,Highest
63,12,Yes,6,0,Mid-low
39,12,Yes,6,1,Mid-high
35,18,Yes,12,1,Mid-high
67,12,Yes,6,1,Mid-low
71,11,Yes,0,0,Mid-low
22,12,Yes,12,1,Mid-high
81,16,No,0,0,Lowest
35,12,Yes,1,0,Mid-low
75,13,Yes,6,0,Lowest
50,12,Yes,5,1,Lowest
49,12,Yes,3,0,Lowest
21,12,Yes,9,1,Mid-high
39,17,Yes,12,1,Highest
68,12,Yes,7,1,Lowest
18,9,Yes,1,1,Lowest
86,7,No,0,0,Lowest
77,7,No,0,0,Lowest
52,8,Yes,6,0,Mid-high
70,12,No,0,0,Mid-low
64,15,Yes,9,1,Mid-low
67,17,No,0,0,Mid-low
41,17,Yes,10,1,Mid-high
66,15,Yes,5,1,Mid-low
58,16,Yes,6,0,Mid-high
82,7,Yes,0,0,Lowest
35,8,Yes,9,1,Mid-high
48,17,Yes,5,1,Mid-low
73,11,No,999,0,Lowest
42,12,Yes,6,0,Mid-high
53,11,Yes,0,0,Mid-high
53,17,Yes,0,0,Highest
49,12,No,6,1,Mid-high
67,17,Yes,1,1,Mid-high
76,12,Yes,6,1,Lowest
76,12,Yes,5,1,Lowest
19,12,Yes,10,1,Mid-high
76,9,No,0,0,Lowest
56,12,No,3,0,Mid-high
72,13,Yes,2,0,Lowest
70,12,Yes,4,1,Lowest
42,4,No,0,0,Lowest
36,16,Yes,12,1,Mid-high
79,14,Yes,0,0,Lowest
41,16,Yes,9,1,Mid-high
80,12,No,0,0,Lowest
21,12,Yes,3,1,Mid-high
55,11,Yes,6,1,Lowest
48,12,Yes,6,1,Mid-high
67,14,Yes,4,0,Mid-high
42,11,Yes,2,1,Mid-low
51,23,Yes,8,1,Highest
20,13,Yes,3,1,Lowest
88,1,No,0,0,Lowest
63,17,Yes,5,1,Mid-high
60,18,Yes,0,1,Lowest
68,13,Yes,3,1,Lowest
60,8,No,0,0,Lowest
40,16,No,9,1,Mid-high
22,16,Yes,12,1,Mid-high
55,12,Yes,6,1,Mid-high
49,18,Yes,3,1,Highest
77,16,Yes,2,1,Lowest
66,4,No,0,0,Lowest
28,16,Yes,12,0,Mid-low
45,7,Yes,1,1,Mid-low
90,11,Yes,0,0,Lowest
70,27,Yes,3,0,Lowest
51,20,Yes,4,1,Mid-low
57,11,Yes,3,0,Mid-high
33,18,Yes,9,1,Mid-low
18,11,Yes,9,1,Highest
66,8,Yes,0,0,Lowest
68,12,No,0,0,Lowest
42,14,Yes,6,1,Highest
38,11,Yes,4,1,Mid-low
65,12,Yes,1,1,Lowest
46,11,No,6,1,Mid-low
51,17,Yes,10,1,Mid-high
54,11,Yes,0,0,Mid-high
36,11,Yes,7,1,Mid-high
49,11,Yes,9,1,Mid-low
31,18,Yes,9,1,Highest
24,12,Yes,6,1,Mid-high
43,12,Yes,9,1,Mid-high
41,12,Yes,0,0,Lowest
46,11,Yes,4,1,Mid-high
69,12,Yes,6,0,Mid-high
71,9,No,0,0,Lowest
74,4,No,0,0,Lowest
53,12,Yes,2,1,Mid-high
53,11,Yes,6,1,Mid-high
57,12,Yes,6,1,Lowest
40,17,Yes,6,1,Mid-high
86,14,No,0,0,Lowest
69,14,Yes,3,1,Lowest
72,18,Yes,9,1,Mid-low
29,12,Yes,3,0,Mid-high
74,11,No,0,0,Mid-low
41,16,Yes,11,0,Mid-high
61,12,Yes,3,1,Lowest
70,15,Yes,4,0,Lowest
29,8,Yes,12,1,Lowest
70,13,No,0,0,Lowest
72,11,No,0,0,Lowest
75,11,Yes,2,1,Mid-low
82,11,No,0,0,Mid-low
43,15,Yes,8,0,Highest
54,18,Yes,6,1,Mid-high
66,11,No,0,0,Mid-high
27,12,Yes,10,1,Mid-high
67,14,No,0,0,Lowest
47,17,Yes,9,1,Mid-high
46,12,Yes,0,1,Mid-low
37,5,No,0,0,Mid-high
31,12,No,10,1,Mid-high
27,11,Yes,6,1,Mid-high
55,12,Yes,2,1,Highest
76,11,Yes,0,0,Mid-high
73,8,No,12,0,Lowest
