age,educ,sex,race,born,income,raclive,afraid
,14,male,white,yes,19,yes,0
,16,female,other,no,,,1
21,12,male,other,yes,16,yes,0
44,18,female,other,no,,,1
54,14,female,white,yes,20,,0
46,16,male,black,yes,21,yes,0
67,13,male,white,yes,20,yes,0
50,16,female,white,yes,23,yes,0
58,16,female,white,yes,19,yes,1
43,12,female,white,yes,21,yes,1
56,16,male,white,yes,26,yes,0
53,13,male,white,yes,10,yes,0
29,17,female,black,yes,12,yes,1
52,12,male,white,yes,11,yes,0
73,16,male,white,no,22,yes,0
61,20,male,white,no,25,no,0
44,13,male,white,yes,22,yes,0
46,14,female,black,yes,18,yes,1
24,15,male,black,yes,,yes,1
35,16,female,white,yes,15,yes,0
53,11,female,white,yes,9,yes,0
55,16,female,white,yes,26,yes,0
47,15,female,black,yes,11,yes,0
63,16,female,white,yes,20,yes,0
27,13,female,white,yes,15,yes,1
47,13,female,white,yes,9,yes,1
80,14,male,white,yes,25,yes,0
68,16,female,white,no,26,yes,0
59,18,female,white,yes,25,yes,0
67,12,female,white,yes,3,yes,1
34,18,male,white,yes,17,,0
66,18,female,white,yes,20,,0
26,13,male,white,yes,20,yes,0
24,,male,other,yes,1,yes,0
69,3,female,white,no,1,yes,1
,12,female,white,no,,yes,1
,18,female,white,yes,,yes,0
65,16,male,black,yes,25,yes,0
53,12,male,white,yes,24,yes,0
55,14,female,white,yes,21,yes,1
72,16,female,white,yes,21,yes,0
68,12,female,white,yes,19,no,1
44,16,male,white,yes,26,no,0
28,17,female,white,yes,20,yes,1
43,12,female,black,yes,15,,1
29,14,female,white,yes,,yes,1
31,17,male,white,yes,23,yes,1
54,13,female,white,yes,20,no,0
61,16,male,white,yes,26,yes,1
69,12,male,white,yes,19,yes,0
39,16,male,other,no,26,yes,0
39,16,male,white,yes,1,yes,0
59,16,male,white,yes,22,yes,0
66,16,female,white,yes,19,yes,0
51,18,female,white,yes,22,no,0
32,13,female,white,yes,,yes,1
59,14,female,white,yes,20,no,0
81,12,female,white,yes,17,yes,1
67,18,male,white,yes,26,yes,1
,16,female,white,no,,yes,1
29,13,male,white,yes,16,,1
72,14,female,white,yes,12,,0
50,16,female,other,yes,17,yes,1
35,12,male,white,yes,13,yes,1
63,16,male,white,yes,26,yes,0
,18,,white,yes,24,yes,1
,16,male,white,yes,21,no,0
61,12,male,white,yes,15,no,0
69,14,female,white,yes,11,yes,1
47,16,female,white,yes,21,yes,0
46,12,female,white,yes,19,yes,1
74,16,male,white,yes,23,yes,0
63,14,male,white,yes,5,,0
34,15,female,black,yes,20,yes,0
77,8,male,white,yes,,yes,0
,18,female,white,yes,,,0
30,15,male,white,yes,21,yes,0
58,10,female,white,yes,8,yes,1
52,18,male,white,yes,25,yes,0
27,18,female,white,yes,,yes,1
52,19,male,white,yes,26,yes,0
77,19,male,white,yes,,yes,0
51,20,female,white,yes,25,yes,1
23,16,female,white,yes,,yes,1
29,16,female,white,no,,yes,0
64,12,female,white,yes,19,yes,1
47,13,female,white,yes,22,yes,0
43,16,male,white,yes,25,yes,1
44,17,female,white,yes,23,yes,0
72,17,male,white,yes,17,yes,0
56,19,male,other,yes,24,yes,1
61,20,male,white,no,26,,0
67,16,male,black,yes,19,yes,1
39,16,female,white,yes,22,yes,0
70,19,male,white,yes,18,no,0
39,16,male,other,yes,17,yes,0
43,14,female,black,yes,10,yes,1
57,12,female,black,yes,1,yes,0
69,12,female,white,yes,14,yes,0
63,16,male,white,yes,21,no,0
30,14,male,white,no,21,yes,1
46,15,female,white,yes,24,,0
59,18,female,white,no,23,yes,1
35,17,female,white,yes,1,yes,1
61,12,female,white,yes,2,yes,1
82,16,female,white,yes,11,yes,1
50,14,male,white,yes,21,yes,0
47,20,female,white,no,20,yes,0
60,12,female,white,yes,22,yes,0
28,16,male,white,yes,22,yes,0
30,14,female,black,no,20,yes,0
33,17,male,white,yes,20,yes,0
,12,male,other,yes,16,yes,0
24,14,female,other,yes,,yes,0
68,14,male,white,yes,25,,1
42,17,female,white,yes,22,yes,0
63,12,male,white,yes,8,no,0
37,12,female,white,yes,11,yes,1
77,12,female,black,yes,,yes,1
77,6,female,other,no,,no,1
61,12,female,white,yes,20,yes,0
73,16,male,white,yes,26,,0
33,15,female,black,yes,,yes,0
30,18,female,other,no,9,yes,1
,16,female,white,yes,23,no,0
77,12,male,white,yes,22,yes,0
56,12,female,other,yes,,yes,0
35,9,female,white,yes,2,,1
44,16,female,white,yes,16,yes,1
30,16,female,white,yes,20,yes,1
70,13,female,white,yes,11,yes,1
20,10,male,white,yes,,yes,0
78,8,female,other,yes,15,yes,0
29,13,male,white,yes,23,yes,0
27,12,female,black,yes,11,yes,1
45,17,male,white,yes,22,yes,1
24,16,male,white,yes,9,yes,1
44,13,male,white,yes,1,yes,0
75,13,female,white,yes,18,yes,0
59,20,male,white,no,21,yes,0
71,13,female,white,yes,10,yes,1
55,11,female,white,yes,10,yes,0
29,12,female,white,yes,12,yes,0
,18,female,white,yes,24,yes,1
32,16,male,black,yes,21,yes,0
43,16,male,white,yes,22,yes,1
42,13,female,white,yes,22,yes,0
67,13,female,other,yes,21,yes,1
54,14,male,other,yes,25,yes,0
44,18,female,white,yes,22,,1
29,16,male,white,yes,22,yes,0
67,18,female,white,yes,16,no,1
74,16,female,white,yes,21,yes,0
23,11,female,white,yes,1,yes,1
22,15,male,white,yes,11,yes,0
38,12,male,other,no,22,yes,1
51,16,male,white,yes,26,yes,0
35,14,female,white,yes,17,yes,0
40,16,female,white,yes,22,no,0
79,18,female,white,yes,23,yes,0
41,17,female,white,yes,,,0
43,16,female,white,yes,22,yes,1
84,15,male,white,yes,23,yes,0
41,16,female,white,yes,23,yes,0
42,12,female,white,yes,17,no,0
37,13,male,white,yes,22,,0
85,13,male,white,yes,16,yes,0
56,14,female,white,yes,21,yes,0
,13,male,white,yes,26,yes,0
,,,white,,,yes,0
68,12,female,black,yes,19,yes,0
51,16,female,white,yes,23,yes,0
47,14,female,white,yes,,no,0
71,12,male,white,yes,,,0
55,16,female,white,no,23,yes,1
41,15,female,white,yes,17,yes,0
63,12,female,white,yes,23,yes,0
41,18,male,white,yes,26,yes,0
40,16,male,white,yes,23,yes,0
24,18,male,white,yes,11,,1
57,17,male,white,yes,21,yes,0
44,17,male,white,yes,22,yes,0
33,20,female,white,yes,26,yes,1
45,12,male,black,yes,15,yes,1
53,14,male,black,no,16,yes,0
23,16,female,white,yes,16,yes,1
38,11,female,white,yes,1,yes,0
59,16,female,black,yes,17,yes,1
,16,,white,yes,,yes,0
52,16,male,white,yes,25,yes,0
26,17,female,white,yes,6,yes,0
57,15,female,white,yes,16,,0
74,16,male,white,yes,11,no,0
50,18,female,black,yes,21,yes,0
82,14,female,white,yes,9,yes,0
78,18,male,white,yes,25,yes,0
38,14,male,white,yes,21,,0
64,15,female,white,yes,10,yes,0
49,16,female,white,yes,23,,1
78,12,male,white,yes,16,yes,1
85,14,female,white,yes,15,yes,1
21,,male,black,yes,2,yes,0
26,16,female,white,yes,26,yes,1
65,16,male,white,yes,19,,0
66,14,female,white,yes,18,yes,1
,15,male,white,no,11,yes,0
36,15,male,white,yes,19,yes,0
28,12,female,white,yes,,yes,0
53,16,female,other,yes,11,yes,1
44,16,female,white,yes,14,yes,0
44,20,female,black,yes,19,yes,1
44,14,,black,yes,13,yes,1
39,16,male,white,yes,22,yes,1
55,16,male,white,yes,17,yes,0
64,12,male,black,yes,10,yes,0
71,14,female,white,yes,16,yes,1
68,12,male,white,yes,20,yes,0
61,16,female,white,yes,26,yes,0
79,12,female,white,yes,14,,0
56,16,male,white,yes,22,yes,1
25,16,female,white,yes,18,yes,0
57,13,male,black,yes,23,yes,0
81,12,female,white,yes,,yes,0
50,14,male,white,yes,16,yes,0
67,12,female,white,yes,20,yes,0
65,15,female,white,yes,19,yes,0
30,16,female,other,yes,26,yes,1
69,13,female,white,yes,15,yes,0
46,16,female,black,no,13,yes,1
42,12,male,other,yes,7,yes,1
83,12,female,white,yes,17,yes,0
75,14,male,white,yes,18,no,0
51,16,male,black,no,26,yes,0
58,12,female,white,yes,11,yes,1
59,13,male,black,yes,16,yes,0
69,16,male,white,yes,18,yes,0
31,16,male,white,no,19,yes,0
56,12,female,black,yes,19,yes,1
85,16,male,white,yes,15,,0
60,15,male,white,yes,21,yes,1
33,12,female,white,yes,,yes,0
62,13,male,white,yes,22,yes,0
26,16,female,white,yes,17,,0
47,18,female,white,yes,21,yes,1
69,16,female,white,yes,15,yes,1
41,14,female,white,yes,18,yes,0
41,12,female,white,yes,,yes,1
50,19,female,white,yes,26,no,1
32,17,female,white,yes,17,yes,1
27,12,male,white,yes,17,yes,1
64,18,male,white,yes,,,0
78,18,female,white,yes,20,yes,1
59,12,male,black,yes,18,yes,0
58,12,male,other,yes,19,yes,0
52,12,female,black,yes,1,yes,0
67,18,female,black,yes,22,yes,1
71,18,female,white,yes,,,1
,18,male,white,yes,,no,0
19,12,male,black,no,17,yes,1
55,6,male,white,yes,9,yes,0
30,14,female,white,yes,16,yes,0
73,12,female,white,no,,,1
,,,white,,,yes,1
77,20,female,white,no,21,yes,1
65,16,female,other,no,23,yes,0
69,16,male,white,yes,13,yes,1
52,16,male,white,yes,24,yes,1
42,17,male,white,yes,26,yes,1
,17,female,other,yes,,yes,0
89,19,female,white,no,15,yes,0
25,12,male,white,yes,16,yes,1
,12,,black,yes,9,yes,0
64,14,male,white,yes,22,yes,0
61,18,male,white,yes,26,yes,0
65,16,male,white,yes,13,yes,0
71,18,female,black,yes,,yes,1
75,9,male,white,no,19,yes,0
70,14,male,white,yes,16,yes,0
61,13,male,black,yes,9,yes,1
49,12,female,white,yes,9,yes,1
,14,female,white,yes,13,no,1
43,12,female,other,no,8,yes,1
,,female,white,yes,22,yes,0
39,16,female,other,yes,21,yes,1
,12,female,other,yes,,no,0
75,12,male,white,yes,,,0
71,15,male,other,yes,22,no,0
84,16,female,white,yes,23,yes,1
80,6,female,white,yes,17,no,0
62,14,female,white,no,20,yes,0
,16,female,other,no,16,no,0
36,16,female,white,yes,26,yes,0
61,14,female,white,yes,,yes,1
,20,female,white,yes,,yes,1
34,16,female,white,yes,26,yes,0
72,17,female,other,no,21,yes,1
67,17,female,other,yes,20,yes,1
,18,female,white,no,17,yes,1
64,14,,black,yes,,yes,0
81,12,male,white,yes,18,yes,0
69,20,female,white,yes,17,yes,0
63,10,female,white,yes,20,yes,1
62,16,female,white,yes,2,yes,0
37,14,female,black,yes,21,yes,1
43,15,female,other,no,,yes,0
68,18,male,black,yes,22,yes,0
72,16,female,white,yes,26,yes,1
76,16,male,white,yes,20,yes,1
24,16,female,other,yes,15,no,1
70,13,female,black,yes,16,yes,1
74,19,female,white,yes,21,yes,1
33,15,male,black,yes,19,yes,1
59,19,female,black,yes,19,no,1
28,15,female,black,no,15,no,1
,16,female,white,yes,,yes,0
29,16,male,white,yes,20,yes,1
61,16,female,white,yes,9,yes,1
31,17,male,white,yes,22,yes,1
28,0,female,black,yes,2,no,1
67,20,female,white,yes,22,yes,1
56,19,male,white,yes,22,yes,0
74,16,male,white,yes,14,yes,0
63,14,female,black,yes,2,yes,1
77,18,male,white,yes,23,yes,0
64,13,male,white,yes,13,,0
69,13,male,white,yes,23,no,0
58,16,female,white,yes,24,yes,0
48,16,male,white,yes,,,0
62,12,male,white,yes,12,yes,0
37,13,female,white,yes,15,yes,0
64,17,female,white,yes,9,yes,0
39,16,male,white,yes,22,yes,0
70,18,male,white,yes,22,yes,1
,12,female,white,yes,,yes,1
52,20,male,white,yes,26,yes,1
86,12,female,white,yes,8,no,0
,,,white,,,yes,1
78,14,female,white,yes,10,,0
48,12,female,white,yes,19,no,0
72,20,male,white,yes,21,yes,0
70,14,female,white,yes,20,no,0
,16,male,white,yes,26,yes,0
51,16,female,other,no,22,yes,1
49,12,male,white,yes,24,no,0
22,12,female,black,yes,10,yes,0
55,12,male,other,yes,26,yes,0
37,16,female,white,yes,11,yes,0
66,12,female,white,yes,11,yes,0
39,16,female,other,no,16,yes,0
69,17,female,white,yes,15,yes,0
55,12,male,other,yes,20,yes,0
28,16,female,white,yes,19,yes,0
36,16,male,white,yes,26,yes,1
74,16,male,white,yes,23,yes,1
63,18,male,white,yes,25,no,0
84,18,female,white,yes,25,yes,0
42,12,male,white,yes,,,0
52,17,male,white,yes,23,yes,0
31,13,male,white,yes,14,yes,0
39,12,male,black,no,18,yes,0
65,17,male,other,yes,21,yes,0
22,14,male,other,yes,14,yes,0
52,16,male,white,yes,26,yes,0
62,15,female,white,yes,26,no,0
31,18,female,white,yes,19,yes,0
78,17,male,white,yes,,no,0
75,10,female,other,yes,2,yes,0
55,12,male,black,yes,24,yes,0
54,18,female,white,yes,26,yes,0
27,16,female,white,yes,21,yes,1
29,15,female,other,yes,15,no,0
81,10,female,white,yes,2,no,0
70,12,female,white,yes,17,yes,0
44,20,male,white,yes,20,,0
32,15,female,white,yes,21,yes,0
52,13,male,white,yes,1,yes,0
53,14,male,white,yes,22,yes,0
61,20,male,white,yes,26,no,0
19,12,male,white,yes,18,,0
33,16,female,white,yes,22,,0
,12,female,white,yes,10,yes,1
67,16,male,other,no,26,yes,0
55,16,male,other,yes,20,yes,0
43,11,female,white,yes,1,yes,0
69,13,male,white,yes,22,yes,0
24,12,female,white,no,22,yes,1
,,,other,,,yes,0
84,16,male,black,yes,17,yes,0
58,16,male,white,yes,22,yes,0
73,14,male,white,yes,1,,0
68,14,female,white,yes,18,yes,1
63,18,female,other,yes,26,yes,1
75,14,female,white,yes,17,yes,0
,,,white,yes,,,0
59,16,male,black,yes,26,yes,0
73,12,female,white,yes,16,,0
68,12,female,white,yes,25,yes,0
51,18,female,white,yes,26,yes,0
31,,female,white,yes,,,0
62,12,female,white,yes,16,yes,1
37,14,male,black,no,18,yes,1
,12,,black,,,no,1
62,12,female,white,yes,,,1
62,12,male,other,yes,13,yes,0
55,12,female,white,yes,19,no,0
52,14,male,white,yes,21,,0
27,12,male,white,yes,12,yes,0
57,16,male,white,yes,23,,1
,12,male,white,yes,,yes,0
45,16,male,black,no,21,yes,1
55,13,female,white,yes,23,yes,0
21,16,female,white,yes,,yes,0
68,18,male,white,yes,26,,1
71,16,male,white,yes,22,yes,0
60,18,male,other,no,26,yes,1
,12,male,white,yes,19,yes,0
45,20,male,white,yes,20,yes,1
25,16,female,white,yes,8,yes,1
61,16,female,white,yes,15,yes,0
,15,male,other,yes,,yes,0
42,19,female,black,yes,,yes,0
48,15,male,white,yes,20,yes,1
74,16,male,white,yes,21,no,0
25,12,female,white,,23,yes,1
53,12,male,other,no,24,yes,0
69,17,female,white,yes,23,yes,1
78,16,female,white,yes,22,no,0
36,10,male,white,no,19,,1
57,14,female,white,yes,,,0
37,13,female,white,yes,3,yes,1
45,12,female,white,yes,26,yes,0
38,16,female,other,yes,24,yes,1
49,15,male,white,yes,24,yes,1
62,16,female,white,yes,22,yes,1
74,16,male,white,yes,20,yes,0
29,16,female,white,yes,12,,0
,12,female,white,yes,,yes,0
35,13,female,black,yes,2,yes,0
29,15,female,black,yes,18,yes,0
34,18,female,other,no,26,yes,0
69,16,female,white,yes,15,no,0
74,14,female,white,yes,17,yes,0
,,,black,,,yes,0
74,12,male,white,yes,18,yes,0
21,13,female,white,yes,2,yes,1
57,13,male,white,yes,18,yes,0
33,13,male,white,yes,18,yes,0
67,8,male,white,yes,20,no,0
53,17,male,white,yes,20,yes,0
57,18,female,white,yes,25,no,0
69,18,female,white,yes,21,no,0
67,12,female,white,yes,23,no,1
22,12,male,white,yes,19,,0
50,14,female,white,yes,20,yes,0
57,16,male,white,no,21,yes,0
44,12,male,white,yes,20,yes,0
44,16,female,white,yes,18,,0
37,16,male,white,yes,23,yes,0
54,12,female,black,yes,23,yes,1
,,,black,,,yes,0
56,16,female,,yes,16,yes,0
34,12,male,white,yes,12,yes,0
,10,female,white,yes,1,yes,1
49,18,female,white,yes,23,,1
53,16,male,white,yes,20,yes,0
47,16,female,white,yes,19,yes,1
65,12,female,black,yes,19,yes,0
42,16,male,other,yes,26,yes,0
31,18,female,white,yes,22,,0
46,12,female,other,,7,,0
36,9,female,white,no,20,yes,0
53,16,female,,yes,24,yes,0
47,14,female,white,yes,20,yes,0
40,,female,white,no,,yes,0
,12,male,white,yes,22,yes,0
28,16,female,white,yes,11,yes,1
36,16,male,white,yes,25,no,0
54,12,female,white,yes,18,no,0
61,12,female,black,yes,1,no,0
23,15,female,white,yes,23,yes,1
32,5,female,white,yes,,yes,1
34,18,male,white,yes,20,yes,0
41,20,female,white,yes,21,yes,0
45,16,male,white,yes,25,yes,0
,12,female,black,yes,19,yes,0
20,12,female,white,yes,12,yes,0
61,14,female,white,yes,,yes,0
43,16,female,white,yes,22,,0
62,19,male,white,yes,19,yes,0
45,12,male,white,no,,no,0
43,12,female,black,yes,13,yes,1
71,12,female,white,yes,17,no,0
37,16,male,white,yes,23,no,0
,12,male,other,no,23,yes,1
46,16,male,,yes,23,yes,0
34,14,male,white,yes,,,1
66,12,male,white,yes,20,no,0
,14,male,other,yes,,no,0
70,20,male,white,yes,22,no,0
19,12,male,other,,,yes,0
27,16,male,white,yes,15,yes,0
43,14,male,white,yes,18,yes,0
30,14,male,white,yes,20,,0
38,11,female,white,yes,20,,0
44,15,female,white,yes,26,yes,0
38,16,female,white,yes,,yes,1
69,14,male,white,yes,21,yes,0
24,18,female,white,yes,22,yes,0
82,20,male,white,yes,21,no,0
51,18,male,white,yes,26,yes,1
80,16,male,white,yes,20,yes,0
64,14,female,white,yes,22,no,1
46,14,male,white,yes,26,yes,0
61,19,male,,no,23,yes,0
57,18,female,white,yes,23,,0
33,12,female,white,yes,20,,0
34,16,female,black,yes,18,yes,0
39,16,male,white,yes,22,yes,0
72,17,female,white,yes,21,yes,0
25,14,male,black,yes,13,yes,0
68,16,female,white,yes,21,yes,0
45,16,female,black,no,21,yes,0
37,16,male,white,yes,20,yes,0
,12,male,white,yes,21,,0
39,12,female,white,yes,20,,0
50,13,male,black,yes,20,yes,0
30,16,female,white,yes,18,yes,0
71,15,male,white,yes,20,yes,0
66,18,male,white,yes,12,,0
81,18,female,black,yes,20,yes,0
36,13,male,black,yes,19,yes,0
35,16,female,white,yes,22,yes,0
,,,black,,,yes,1
71,16,female,other,yes,,,0
46,18,female,black,yes,19,yes,0
66,12,female,white,yes,,no,0
67,12,male,black,yes,11,yes,0
75,14,male,white,yes,17,yes,0
29,17,male,other,no,16,yes,1
50,17,male,white,yes,23,no,0
52,17,female,white,yes,22,no,0
66,16,male,white,yes,15,yes,0
30,18,female,white,yes,18,yes,1
71,19,male,white,yes,23,yes,0
80,16,female,white,yes,20,,1
,,,black,,,yes,0
77,20,male,white,yes,25,yes,1
49,19,female,white,yes,26,yes,0
48,12,male,white,yes,16,no,1
74,16,male,white,yes,21,yes,0
35,16,male,white,yes,23,yes,0
67,14,male,white,yes,1,yes,0
63,12,female,white,yes,,,1
,14,female,white,yes,,no,0
69,16,male,white,yes,,,0
40,13,male,white,yes,21,no,0
68,12,male,white,yes,7,yes,0
67,12,female,white,yes,13,no,0
,16,,white,yes,21,no,0
37,11,male,white,yes,19,yes,1
74,16,female,white,yes,26,,0
48,18,male,black,no,19,yes,1
,14,male,white,yes,26,yes,0
85,19,female,white,yes,22,yes,1
73,12,female,white,yes,11,no,0
35,14,female,white,yes,12,yes,1
71,16,male,white,yes,24,yes,0
28,14,female,black,yes,18,yes,0
61,12,female,black,yes,16,yes,0
63,17,male,white,yes,16,yes,0
59,16,male,white,yes,26,yes,0
51,12,male,white,yes,,,1
72,15,female,white,yes,,,0
37,16,male,white,yes,25,yes,0
36,9,female,other,yes,1,yes,0
30,18,male,white,yes,25,,0
26,14,female,white,yes,1,yes,1
54,12,male,white,yes,20,,0
42,14,male,white,yes,26,yes,0
40,17,female,white,yes,19,,0
46,20,female,white,yes,26,no,0
44,16,female,white,yes,25,yes,1
47,12,female,white,yes,21,no,1
60,16,female,white,yes,21,yes,1
30,14,female,white,yes,10,yes,0
38,18,female,other,no,18,yes,0
75,16,male,white,yes,26,yes,0
,16,male,white,yes,20,yes,0
75,12,male,white,yes,21,no,1
22,14,female,,yes,20,yes,0
18,13,female,,yes,,yes,0
67,17,male,white,yes,23,yes,1
40,16,male,black,yes,23,yes,0
26,19,female,white,yes,5,yes,1
44,16,male,white,no,6,no,0
67,12,male,white,yes,19,yes,0
31,11,female,white,yes,,no,0
42,15,female,white,yes,21,yes,1
33,12,male,other,yes,16,no,0
,18,female,white,yes,22,no,0
81,17,male,white,yes,21,yes,1
77,13,male,white,yes,19,yes,0
45,16,male,other,no,26,yes,0
53,16,female,other,no,25,yes,1
34,19,female,white,yes,26,yes,1
37,12,female,other,yes,2,yes,0
29,16,female,white,yes,17,no,1
31,15,female,white,yes,10,yes,0
26,18,female,other,yes,20,yes,0
48,9,male,white,,17,yes,0
28,16,female,white,yes,16,yes,1
64,12,female,white,yes,16,,0
,14,female,white,yes,,,0
74,12,female,white,yes,15,no,1
33,8,female,black,yes,16,yes,1
20,12,male,black,yes,9,yes,0
,13,,other,no,,yes,0
64,16,female,white,yes,18,yes,0
50,12,female,white,yes,1,no,1
63,12,female,white,yes,21,no,0
63,14,male,white,yes,9,yes,0
48,12,female,white,yes,8,yes,1
29,17,male,white,yes,18,yes,0
,17,male,white,no,5,yes,1
53,16,male,white,yes,20,no,0
62,14,female,black,yes,11,yes,0
43,0,female,other,no,1,no,1
33,12,female,white,yes,11,yes,0
40,15,male,other,no,14,yes,1
60,14,female,white,yes,9,yes,0
,12,male,white,yes,,yes,0
71,16,male,white,yes,9,yes,0
35,20,female,white,yes,25,no,0
66,16,female,white,yes,,,0
47,16,male,black,yes,26,yes,1
32,20,female,white,yes,25,yes,0
50,18,male,white,yes,24,yes,0
25,12,female,white,yes,8,,0
67,20,male,white,yes,9,yes,1
39,16,male,white,yes,23,yes,0
45,15,male,white,yes,21,yes,1
73,14,male,white,yes,23,yes,0
56,12,female,white,yes,19,yes,0
45,14,female,white,yes,22,yes,1
52,16,male,other,no,23,yes,0
84,14,female,white,yes,15,no,0
68,14,female,black,yes,26,yes,0
43,10,male,other,yes,12,yes,0
68,18,male,white,yes,26,yes,0
60,8,female,white,yes,18,yes,0
75,17,female,white,yes,2,yes,1
68,16,male,white,yes,22,yes,0
34,17,male,white,no,22,yes,0
31,17,male,white,yes,22,yes,0
65,16,female,white,yes,12,no,0
79,16,male,white,yes,13,yes,1
50,14,male,white,yes,26,yes,0
39,16,male,white,yes,23,yes,0
44,16,male,other,no,24,yes,1
80,16,female,white,yes,19,yes,1
64,14,male,black,no,24,yes,0
45,17,female,black,yes,20,yes,0
34,16,male,white,yes,23,yes,0
85,11,female,white,yes,14,yes,1
43,19,male,white,no,22,yes,0
36,19,male,white,no,26,yes,0
48,11,female,white,yes,25,yes,0
50,13,male,white,yes,12,no,1
37,20,male,white,yes,20,yes,0
57,18,male,white,yes,20,yes,1
51,17,female,other,no,,no,0
68,18,male,white,yes,22,yes,0
59,16,male,other,yes,26,yes,0
65,16,female,white,yes,21,yes,1
26,14,male,white,yes,18,yes,0
61,20,male,black,yes,26,yes,0
59,11,male,white,yes,24,yes,0
63,12,female,white,yes,15,yes,0
35,16,female,white,yes,24,yes,0
54,16,male,white,no,20,yes,0
31,19,male,white,yes,23,yes,1
35,18,male,white,no,24,no,0
26,16,female,other,no,22,,0
77,12,male,white,yes,15,yes,0
33,17,male,white,yes,23,yes,0
25,16,female,white,yes,19,yes,1
28,12,male,other,no,23,no,0
35,16,male,other,no,22,,0
32,20,female,white,yes,18,yes,1
26,12,female,white,yes,17,yes,0
31,16,female,other,no,20,yes,1
38,11,male,,yes,18,no,0
79,12,male,white,yes,10,,0
59,14,female,white,yes,20,yes,0
30,15,male,white,yes,20,yes,1
25,16,male,white,yes,18,,0
59,13,female,white,yes,15,yes,0
33,20,male,other,yes,24,yes,0
28,13,female,other,yes,24,yes,1
34,10,male,white,no,4,yes,0
79,20,male,white,yes,19,yes,0
58,16,female,black,yes,26,yes,0
74,13,female,white,yes,22,yes,1
24,16,female,white,yes,19,yes,1
65,16,male,white,yes,9,,0
51,18,male,white,yes,21,no,0
38,12,female,white,yes,14,no,1
25,19,female,white,yes,20,,1
65,9,female,white,yes,15,no,1
28,20,female,white,yes,22,no,0
32,12,female,white,yes,20,yes,1
51,20,male,white,yes,23,yes,1
44,16,male,white,yes,20,yes,0
34,12,male,white,yes,19,yes,1
70,12,male,white,yes,18,yes,1
,20,female,other,no,26,yes,1
76,15,male,white,yes,22,yes,0
71,16,male,white,yes,22,yes,0
54,16,female,white,yes,14,no,1
,12,male,white,yes,18,yes,0
30,16,female,white,yes,18,,1
,16,male,white,yes,,yes,1
33,17,female,white,yes,26,,0
26,18,male,white,yes,15,yes,0
47,16,male,white,yes,21,yes,0
28,18,female,white,yes,20,no,0
70,16,male,white,yes,23,yes,0
64,16,female,white,yes,22,,0
24,16,male,white,yes,11,yes,1
63,15,female,white,yes,24,yes,0
33,14,female,,yes,12,yes,1
54,16,male,white,yes,22,yes,0
35,12,male,white,yes,19,yes,0
30,16,female,white,yes,22,,0
41,17,female,white,yes,19,yes,0
58,12,female,white,yes,22,yes,0
57,14,female,white,yes,21,yes,0
56,16,female,white,yes,16,no,0
53,12,female,white,yes,17,,0
28,16,male,white,yes,22,yes,1
29,14,female,white,yes,13,yes,0
74,20,female,white,yes,25,no,0
33,14,male,white,yes,11,yes,0
43,14,male,white,yes,24,yes,1
29,16,male,other,no,25,,1
60,17,male,white,yes,25,yes,0
76,19,female,white,yes,20,no,1
25,16,female,black,no,,yes,0
28,17,male,white,yes,21,yes,0
24,20,male,white,yes,,yes,1
58,14,male,white,yes,19,yes,1
38,16,female,white,yes,23,yes,1
30,16,female,white,yes,23,yes,1
58,14,female,other,yes,,,0
55,16,female,black,yes,8,yes,1
38,16,female,white,yes,21,yes,1
57,12,male,white,yes,11,yes,0
68,12,female,white,yes,21,yes,0
34,20,male,black,yes,22,yes,0
70,16,male,white,yes,23,yes,0
67,17,male,white,yes,26,no,0
75,15,male,white,yes,17,yes,0
30,13,male,other,yes,25,,0
70,14,female,,yes,15,yes,1
29,16,female,white,yes,20,yes,1
44,14,female,white,yes,21,yes,0
33,14,male,white,yes,5,yes,1
39,19,female,white,yes,20,yes,1
25,16,male,white,yes,20,yes,1
61,12,female,white,yes,22,no,1
65,14,female,white,yes,21,no,1
27,18,female,white,yes,5,yes,1
69,17,female,white,yes,21,yes,0
81,17,female,white,no,4,,0
53,13,female,white,yes,26,yes,0
25,13,female,black,yes,,yes,1
28,19,female,white,yes,23,no,0
,16,male,white,yes,26,yes,0
71,18,male,white,yes,22,yes,0
31,14,female,white,yes,24,no,0
21,14,female,white,yes,8,yes,1
29,16,female,white,yes,23,yes,0
,16,female,other,no,26,yes,0
68,20,female,white,yes,2,yes,1
48,12,male,white,yes,25,no,0
