Sserial,Sex,Age,Married,Children,Education,eq_inc_quintiles,RClassGp,CCBELIEV,carallow,carreduc,carnod2,cartaxhi,carenvdc,plnenvt,plnuppri,Politics,Voted,actchar,actpol,govnosa2,PartyId2,leftrigh,libauth,WtFactor
293669,2,21,4,1,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,3,5,2,3.666666667,0.685304632
293686,2,19,1,2,2,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,2,3,3.166666667,2.665553549
293687,2,20,4,2,3,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,4,1,2,5,2,4,2.8,3.333333333,2.110569159
293688,1,22,4,2,2,-1,2,3,3,2,2,4,3,2,4,4,-1,-1,-1,-1,1,3.6,3.666666667,2.273347726
293698,2,21,4,2,2,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,2,4,5,5,1,4,4.166666667,1.378042858
293702,1,22,4,2,2,-1,5,2,3,2,2,4,2,4,3,1,-1,-1,-1,-1,2,1,1.833333333,2.946898185
293711,2,24,4,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,5,2,2,3,3,0.555083357
293789,2,25,4,2,2,1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,3,8,2.8,3.166666667,2.173462826
293837,2,20,4,2,2,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,2.187608535
293844,2,22,4,2,3,-1,5,3,2,2,4,2,2,2,2,1,-1,-1,-1,-1,2,2.2,3.333333333,1.83514351
293860,1,23,4,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,4,3,2,3,2.833333333,3.232163432
293863,1,18,4,2,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,2.774944391
293913,2,19,4,2,3,3,4,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,2.8,2.5,2.86437995
293914,1,18,1,1,3,-1,2,3,2,3,1,3,2,2,3,3,-1,-1,-1,-1,4,1,3.5,2.217771274
293931,1,20,4,2,2,1,-1,3,-1,-1,-1,-1,-1,-1,-1,2,1,8,8,4,1,2,3,2.909544822
293941,2,25,4,2,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.4,3.666666667,2.130029065
293944,1,23,4,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,8,5,2,1,2,4.333333333,1.884772499
293957,2,25,4,1,3,2,5,8,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,-1,-1,1.13326333
293972,2,24,1,2,2,1,4,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,1,1.8,3.5,1.438608053
290006,2,28,4,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,8,8,3,8,3,3,0.569572008
290016,2,30,1,1,3,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,8,5,3.2,4,1.134007401
290030,2,25,1,2,1,-1,2,3,3,2,3,3,2,4,3,5,-1,-1,-1,-1,2,3,3.333333333,1.02300438
290033,2,32,1,1,3,1,4,-1,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,2,5,2.6,3.5,0.931201737
290035,1,26,4,2,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,4,2,3,5,3,2,3,3,1.269649888
290039,2,30,4,2,2,-1,2,3,2,4,2,5,4,3,4,4,-1,-1,-1,-1,8,2.2,3.333333333,0.508080863
290047,1,31,4,2,8,2,5,2,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,2.8,3.666666667,1.435407061
290049,1,26,1,2,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,3,1,1.8,4.833333333,1.296201297
290063,2,28,1,1,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,1.343868511
290071,1,25,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,3.4,3.166666667,1.276151071
290072,1,29,1,1,3,-1,5,2,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,1.4,3.5,1.918483504
290084,2,29,4,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,3,2,2.2,1.666666667,1.470006835
290089,2,27,4,1,3,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,6,3,3.2,0.647753606
290094,2,34,4,1,3,1,-1,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,9,4.8,0.560894904
290098,2,29,1,2,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,-1,-1,1.852645432
290100,2,25,1,1,3,2,3,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,-1,-1,0.962645785
290102,1,28,1,2,8,4,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,1,5,2.2,3.166666667,1.659790016
290104,2,28,1,1,2,3,2,3,-1,-1,-1,-1,-1,-1,-1,2,2,1,5,3,2,2.2,3.833333333,1.066680413
290111,1,30,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2.6,3.333333333,1.54818646
290113,2,34,4,1,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,3,5,2.8,3,0.784159625
290116,1,27,4,2,4,-1,2,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,1.8,3.666666667,2.516405041
290123,1,31,4,2,3,-1,4,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,1,3.2,4.5,1.771317896
290147,2,30,1,2,1,-1,1,3,4,2,4,2,1,2,1,3,-1,-1,-1,-1,1,2.8,2.666666667,0.992562692
290157,2,25,4,1,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,5,-1,-1,0.559890532
290165,1,26,1,1,1,-1,1,3,3,1,4,2,2,4,2,2,-1,-1,-1,-1,4,2.2,3,1.439369147
290171,1,34,1,1,2,-1,3,1,2,3,2,5,2,4,3,3,-1,-1,-1,-1,2,2,4.5,1.240210716
290172,2,28,4,1,3,-1,5,3,4,2,2,3,2,4,2,3,-1,-1,-1,-1,4,2.2,3.333333333,0.512911135
290174,1,34,1,1,1,-1,1,3,3,2,2,3,1,3,2,3,-1,-1,-1,-1,2,3.4,4.333333333,1.225952266
290177,1,28,1,1,3,-1,5,1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,3,3,1.326312269
290179,2,33,1,1,2,3,2,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,2,2.6,2.833333333,1.15564141
290184,2,34,4,1,4,1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,2,5,1,2,8,1.8,2.166666667,0.756695073
290186,1,31,1,2,3,2,3,-1,-1,-1,-1,-1,-1,-1,-1,5,2,4,5,4,5,3,4.5,1.280259479
290193,2,29,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,1.15184058
290202,2,27,1,1,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3,4.166666667,0.974412648
290215,2,27,1,1,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2,3.666666667,1.820582278
290226,2,33,4,1,4,2,5,2,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.8,3.5,0.736043848
290227,1,31,1,2,8,4,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,3.2,3.166666667,1.36159189
290234,2,34,4,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,1.316417268
290236,2,33,4,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,8,-1,-1,-1,2,-1,-1,2.502581226
290249,2,25,4,1,2,1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,-1,-1,0.601751615
290250,1,31,1,2,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,2,2,2.2,3.5,1.456693408
290263,1,25,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,3.8,1.5,1.721445938
290268,2,31,1,1,1,-1,5,3,4,2,4,4,2,5,4,3,-1,-1,-1,-1,2,1,4.166666667,0.910925643
290269,1,27,4,2,1,-1,1,3,3,2,5,2,2,8,1,1,-1,-1,-1,-1,3,1.6,2.666666667,1.983675466
290270,2,27,1,2,3,-1,1,3,4,1,1,2,2,4,1,3,-1,-1,-1,-1,2,1.2,3,1.055487388
290280,1,32,1,1,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,5,-1,-1,1.48488408
290287,2,26,1,2,1,-1,1,3,3,3,3,3,1,4,2,3,-1,-1,-1,-1,2,2.6,2.166666667,0.995430879
290289,1,34,1,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,6,1.4,2.333333333,1.280829372
290300,1,34,1,1,3,-1,1,3,2,3,3,3,3,3,3,5,-1,-1,-1,-1,5,2.8,4.833333333,1.326312269
290306,2,30,1,1,2,1,2,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,3,-1,-1,1.146470439
290316,2,28,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,6,1.2,1.333333333,1.851133457
290325,2,32,4,2,4,-1,5,8,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,1.188506359
290329,1,28,1,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,2,2.166666667,1.617168264
290332,1,25,4,2,1,-1,1,3,5,1,3,1,1,5,2,2,-1,-1,-1,-1,3,1.4,1.666666667,0.787604281
290334,1,27,2,2,4,-1,3,3,3,3,2,3,8,3,3,4,-1,-1,-1,-1,2,2.4,3.666666667,0.566300331
290342,1,31,1,1,3,3,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,1.8,4.833333333,1.201995125
290345,2,26,4,1,3,1,2,2,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,-1,-1,0.588278132
290360,1,28,4,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,6,2,3.166666667,3.122220727
290368,1,33,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,3,3,4,3,1.797803611
290385,1,26,4,2,2,-1,1,3,4,2,2,2,2,3,4,3,-1,-1,-1,-1,1,4,2.833333333,0.680064177
290387,1,31,4,2,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,4,2,2,1.6,2.333333333,1.835959698
290389,1,31,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2,4.166666667,1.59275459
290392,2,33,4,1,3,2,2,3,-1,-1,-1,-1,-1,-1,-1,5,2,4,5,2,5,2.4,4.6,0.709952299
290393,2,27,4,2,1,3,5,2,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,2,2,3.4,3.5,1.515507839
290396,2,31,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,8,-1,-1,1.462131101
290404,2,25,4,1,4,1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,-1,-1,0.53259807
290408,2,31,1,2,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,2.2,4.166666667,0.945159648
290410,2,26,4,2,1,-1,1,3,3,2,2,4,2,4,3,2,-1,-1,-1,-1,5,3.4,3.833333333,0.494211356
290412,2,26,1,1,1,1,-1,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,0.907688438
290437,2,26,1,1,1,-1,1,1,3,3,3,2,3,3,3,4,-1,-1,-1,-1,5,2.8,3.5,1.024065702
290444,1,32,4,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.4,3.666666667,1.2601807
290445,2,30,4,2,3,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,2,2,3.166666667,0.504411345
290446,1,33,1,1,4,-1,-1,3,2,8,8,8,8,8,8,2,-1,-1,-1,-1,4,1.2,4.2,1.369018209
290451,2,34,4,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,-1,-1,0.524722801
290454,1,25,1,1,1,-1,1,3,4,2,4,2,2,4,3,2,-1,-1,-1,-1,2,2.2,3.333333333,1.079266637
290455,2,29,1,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,3,1,3,2.666666667,1.295507212
290479,2,29,1,1,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,2,4,2,2,3.6,3,1.012336832
290486,2,28,4,2,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,2,1,3,5,3,4,0.839871102
290489,2,33,1,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,1.321731156
290492,1,32,1,2,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,1,-1,-1,1.412431852
290493,2,26,1,1,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,5,-1,-1,1.048913779
290508,2,31,1,1,1,1,2,3,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,2,2,2,3.666666667,0.825863049
290511,1,34,1,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,1.8,2,1.326374791
290522,1,26,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,-1,-1,2.037936639
290524,1,30,4,2,3,-1,5,2,3,3,3,3,3,3,3,4,-1,-1,-1,-1,5,2.6,3.666666667,0.613252877
290527,2,25,1,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,8,3.2,3.5,1.064402391
290534,2,33,1,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,4,2.8,3.5,1.046364082
290537,1,30,1,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,1.8,3,1.325524866
290543,1,34,4,2,2,5,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,5,-1,-1,2.593591746
290544,1,29,1,1,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,8,2.8,3.5,1.420876781
290545,2,26,2,1,4,-1,2,3,-1,-1,-1,-1,-1,-1,-1,2,8,-1,-1,-1,2,-1,-1,0.749008762
290554,2,34,4,1,2,-1,5,2,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,2,4,1.8,4.333333333,0.55829023
290557,2,27,4,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,-1,-1,0.549026907
290560,2,33,1,1,4,1,5,2,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,2,2,4,0.978274684
290563,2,31,1,1,4,2,-1,2,-1,-1,-1,-1,-1,-1,-1,4,2,1,1,3,5,2.8,3.333333333,1.205445894
290568,1,30,1,2,4,4,3,-1,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,3,5,3,4,1.617445434
290574,2,29,1,1,8,-1,1,3,4,1,4,3,3,4,3,4,-1,-1,-1,-1,1,9,4.333333333,1.207231247
290583,2,34,4,1,3,2,4,3,-1,-1,-1,-1,-1,-1,-1,3,2,3,4,3,4,2,4,0.515958492
290586,2,34,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,1,2.8,3.833333333,0.518257367
290588,1,32,4,2,1,-1,1,3,4,3,3,2,2,4,2,5,-1,-1,-1,-1,8,3.8,2.5,2.738890367
290593,2,29,1,2,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,4,2,3,5,2,2,2.4,3.166666667,1.675798843
290606,2,27,1,1,1,1,5,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,8,2,4,1.037522047
290621,2,31,1,1,2,1,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,3,4,1,3.8,3.333333333,0.933678775
290623,2,34,1,1,8,1,5,1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,8,-1,-1,1.033710694
290628,2,28,1,1,1,-1,1,3,2,3,4,4,4,4,4,2,-1,-1,-1,-1,8,2,4.333333333,1.166304392
290630,1,27,1,2,2,3,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2.8,3.5,1.531053633
290635,1,31,4,2,2,5,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,3,1,2.8,3,0.570159117
290644,2,32,1,1,8,2,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,3,3.666666667,0.974263385
290645,1,31,4,2,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,3,4,2,1,1.166666667,2.367053337
290648,1,28,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,4,3.166666667,1.160125027
290661,1,25,4,2,1,-1,3,3,4,2,4,2,2,4,2,2,-1,-1,-1,-1,2,2.4,1.333333333,1.395947457
290663,2,27,1,1,3,-1,5,3,4,2,3,3,2,5,4,1,-1,-1,-1,-1,2,1,2.833333333,1.2665946
290665,1,26,1,1,3,3,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.6,3.833333333,1.463822749
290666,1,27,4,2,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,2,1,2,0.524993084
290667,2,34,1,1,1,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,2,2.8,3.833333333,1.314257481
290669,1,28,1,2,3,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,-1,-1,1.242879808
290672,2,26,2,1,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,1,8,2.8,3.5,0.490485894
290687,2,26,4,2,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,1.114732971
290689,2,31,4,1,2,-1,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2.4,4.666666667,0.49636387
290698,2,26,1,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,1,-1,-1,1.19730483
290699,2,33,4,2,2,-1,5,3,3,1,4,4,2,5,2,3,-1,-1,-1,-1,2,2.2,3.333333333,1.1340895
290709,2,31,4,2,2,4,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2,3.833333333,0.566575063
290718,1,27,4,2,2,1,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,1,2.2,4.166666667,1.753360679
290729,2,27,4,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,1,2.2,4,1.601783571
290734,1,30,1,1,3,2,4,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,2,-1,-1,2.265743436
290754,2,28,1,1,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,3,2,2.4,3.166666667,1.192218899
290757,2,26,1,1,1,-1,1,3,4,2,3,4,2,4,2,3,-1,-1,-1,-1,8,2.8,2.833333333,1.058478297
290776,1,31,4,2,3,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.25,2.666666667,0.625909012
290778,1,33,4,2,2,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,0.965196875
290784,2,30,4,1,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,4,5,1,5,1.8,3.333333333,0.564595451
290787,1,29,1,2,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,3,-1,-1,3.310797888
290795,2,32,4,2,2,4,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,2,2.6,4,1.753005203
290800,2,32,1,2,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,9,2,2.4,2.333333333,0.827989719
290806,1,26,1,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,2.8,3.666666667,1.046263954
290810,2,33,4,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,3,8,4,2,2,2.166666667,0.559596842
290811,2,27,4,1,2,1,5,3,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,6,-1,-1,0.668306676
290814,2,34,4,2,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,5,2.4,3.666666667,0.650013328
290828,1,32,4,1,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,4,5,2.4,3,2.063469825
290830,1,28,4,1,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,-1,-1,1.463505652
290843,1,33,2,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2.2,3.833333333,0.877874289
290848,1,34,4,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.8,3,0.790835141
290863,2,32,1,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,6,-1,-1,1.278071062
290865,2,26,1,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,1.359738985
290866,2,26,2,1,8,2,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,2,2,3.8,3.833333333,1.138605616
290867,2,32,1,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,3,5,2.4,3.5,1.036782231
290876,1,33,1,1,2,4,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,3.2,3.5,1.250857448
290894,2,27,4,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,8,2.4,2.833333333,1.630964377
290906,2,33,1,1,1,-1,5,2,4,2,3,4,3,3,2,4,-1,-1,-1,-1,5,3,3.666666667,1.543134266
290915,2,28,1,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,3.2,3.333333333,1.133150126
290921,1,33,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,1.582941919
290923,2,27,4,1,2,-1,1,3,2,2,2,4,2,3,2,4,-1,-1,-1,-1,5,3.6,4.666666667,0.639059325
290926,2,29,1,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,8,3,3.166666667,1.044548784
290929,1,31,4,2,3,3,4,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,3,3.166666667,0.615358616
290932,2,32,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,1.8,3.5,0.633330379
290941,1,33,4,2,1,3,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,6,-1,-1,0.787495719
290948,1,33,4,2,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,4,3,2,2,2.8,3.833333333,1.079266637
290952,1,27,1,1,2,-1,4,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,2,2,2.2,3.5,1.481387657
290957,2,30,4,2,2,-1,2,3,3,2,3,4,2,3,3,5,-1,-1,-1,-1,2,2,4.166666667,0.582626564
290959,1,26,1,1,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.4,4.333333333,1.154314911
290968,2,29,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,2.2,5,1.005984139
290970,2,27,4,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,4,2,2.8,3.333333333,2.217927578
290972,2,25,4,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,5,5,1,4,1.4,4.333333333,0.853536291
290979,2,31,4,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,1.861805028
290983,1,25,4,2,2,3,3,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,3,1,2.2,3.5,0.587312332
290985,2,27,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,1.6,2,1.627189392
290989,2,32,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,4,2,1.8,3.666666667,0.975980335
290994,2,34,4,2,1,-1,1,3,3,2,2,2,2,2,4,2,-1,-1,-1,-1,2,2.8,2.5,0.539717042
290999,1,28,4,2,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,3,2.5,0.972351596
291000,1,27,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,0.551580203
291004,1,34,4,2,3,-1,5,3,3,2,1,3,2,3,3,5,-1,-1,-1,-1,5,1.6,3.333333333,1.034310145
291009,1,34,4,1,3,-1,1,3,4,2,4,4,2,4,3,3,-1,-1,-1,-1,2,3.4,4.5,1.430101376
291022,2,26,1,1,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,2.8,3.666666667,1.043544102
291023,2,26,1,1,3,-1,4,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,1,-1,-1,1.340550832
291024,1,28,4,2,3,-1,5,2,2,2,2,3,1,1,1,5,-1,-1,-1,-1,5,2.4,4.666666667,0.549285197
291028,2,26,1,1,4,1,1,2,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,4,2.2,3.666666667,0.97513219
291036,1,30,1,1,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,2,3,3.666666667,1.628340474
291038,2,29,3,2,8,-1,4,2,3,2,4,4,4,9,9,3,-1,-1,-1,-1,2,3.4,3.5,0.394157346
291040,2,31,1,1,1,2,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,1.8,4.5,1.053391438
291044,2,27,1,1,3,-1,4,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,1,2.4,3,0.871339757
291050,1,25,4,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,4,4,3,1,2.4,4,1.122113483
291051,1,32,1,1,3,4,1,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,4,3.666666667,1.128305151
291054,1,26,1,1,3,1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,2,8,8,2,4,2.6,4,1.433348021
291061,2,25,1,1,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,2.8,3.166666667,1.249205186
291062,1,30,4,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,3,1,2,3.5,2.04877442
291066,2,33,1,2,1,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,4,4,4,5,4,3.333333333,1.878682661
291072,2,29,4,1,2,-1,4,3,4,2,4,3,2,4,2,2,-1,-1,-1,-1,2,1.6,4,0.893076291
291073,2,27,4,1,3,2,3,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,8,1.8,3.333333333,0.578915107
