Sserial	Rsex	RAgeCat	Married	ChildHh	HEdQual3	eq_inc_quintiles	RClassGp	CCBELIEV	carallow	carreduc	carnod2	cartaxhi	carenvdc	plnenvt	plnuppri	Politics	Voted	actchar	actpol	govnosa2	PartyId2	leftrigh	libauth	WtFactor
290206	2	5	1	2	1	-1	1	3	4	2	4	4	2	4	2	3	-1	-1	-1	-1	3	1.8	2.333333333	1.212414133
290207	2	4	1	2	2	4	2	-1	-1	-1	-1	-1	-1	-1	-1	1	1	3	3	4	2	2	3.166666667	0.726538679
290208	2	1	4	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	4	5	3	2	2.6	4	2.108941735
290209	2	6	1	2	2	2	3	-1	-1	-1	-1	-1	-1	-1	-1	4	1	3	5	2	2	2.4	4.166666667	0.779363554
290210	1	4	1	1	1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	3	4	2.2	3	1.179855757
290211	2	5	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	3	5	1	2	3.2	2.166666667	1.706645917
290212	2	4	1	2	1	5	1	2	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	4	1	4.2	4.333333333	0.768321339
290213	2	7	3	2	3	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	3	5	4	1	4	3.333333333	0.507886334
290214	2	3	1	2	3	4	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	3	5	2	8	1.6	4.333333333	1.019919146
290215	2	2	1	1	2	2	2	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	2	3.666666667	1.820582278
290216	1	6	1	2	2	-1	3	3	3	3	3	3	3	3	3	4	-1	-1	-1	-1	2	2.2	2.833333333	1.131934433
290217	1	5	2	2	2	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	3.2	3.666666667	0.52771313
290218	2	4	4	2	4	2	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	2	-1	-1	0.561630464
290219	2	4	1	1	1	-1	1	3	5	1	5	3	2	5	2	3	-1	-1	-1	-1	1	4	2.666666667	0.948135546
290220	1	4	1	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	4	2	1.8	2.833333333	0.864330584
290221	1	7	3	2	3	1	5	3	-1	-1	-1	-1	-1	-1	-1	5	1	-1	-1	-1	1	-1	-1	0.339540194
290222	2	3	1	1	1	-1	1	3	4	2	4	2	2	1	1	2	-1	-1	-1	-1	2	2.4	2.333333333	1.001934847
290223	2	3	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	4	5	4	2	1.4	2.5	1.276646602
290224	2	4	1	1	1	-1	2	3	3	2	4	2	2	3	2	2	-1	-1	-1	-1	2	1.2	2.666666667	0.719741602
290225	1	7	3	2	3	-1	4	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.6	4.166666667	0.513453597
290226	2	2	4	1	4	2	5	2	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	2.8	3.5	0.736043848
290227	1	2	1	2	8	4	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	3.2	3.166666667	1.36159189
290228	1	4	1	2	3	-1	3	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	1	3.8	5	1.086005294
290229	2	3	1	1	1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	-1	-1	1.0295564
290230	2	5	2	2	3	2	2	-1	-1	-1	-1	-1	-1	-1	-1	4	2	5	5	3	5	2.4	3.166666667	0.595757842
290231	2	4	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	1.760145377
290232	2	3	1	1	1	-1	2	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	-1	-1	0.743463203
290233	1	7	1	1	3	-1	1	3	4	4	3	4	2	4	2	1	-1	-1	-1	-1	1	3.4	3.5	1.076494322
290234	2	2	4	1	1	1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	1.316417268
290235	2	4	4	2	3	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	4	2	5	5	3	8	2.6	2.833333333	0.427398006
290236	2	2	4	2	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	4	8	-1	-1	-1	2	-1	-1	2.502581226
290237	1	7	1	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	2	5	4	2	1.4	2.666666667	0.76528733
290238	1	6	2	2	2	-1	2	3	4	2	3	4	2	3	2	1	-1	-1	-1	-1	3	2	3.5	0.359728231
290239	1	7	1	2	3	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	3	1	3.6	3	0.655114579
290240	2	7	1	2	3	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	-1	-1	1.32872431
290241	1	4	1	1	1	2	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	6	1	1.166666667	2.121440831
290242	1	6	1	1	1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	2	1	4	3.5	1.321150508
290243	1	4	1	2	2	-1	1	3	5	1	2	2	1	5	1	2	-1	-1	-1	-1	2	1	2.333333333	0.927520379
290244	2	3	1	1	1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	4	1	3	5	3	3	2.6	2.5	1.116345306
290245	1	6	4	2	4	1	5	3	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	2	-1	-1	0.511788297
290246	2	6	1	1	2	-1	2	3	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	2	-1	-1	1.394981929
290247	2	6	2	1	4	5	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.2	3.666666667	0.976051601
290248	1	7	2	2	4	4	2	-1	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	4	2	2.6	3	0.530986857
290249	2	2	4	1	2	1	5	-1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	-1	-1	0.601751615
290250	1	2	1	2	2	3	1	3	-1	-1	-1	-1	-1	-1	-1	4	1	4	5	2	2	2.2	3.5	1.456693408
290251	1	3	1	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	1.6	2.333333333	1.643892304
290252	1	7	1	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	4	8	3	3.666666667	0.793639258
290253	1	7	3	2	3	-1	1	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	1	3.8	3.666666667	0.39402766
290254	2	3	1	1	2	3	2	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	8	2.4	4.166666667	0.772286521
290255	2	7	1	2	4	5	3	-1	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	2	1	2	3.666666667	1.255457056
290256	2	3	4	2	3	3	5	2	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	0.535457397
290257	1	7	1	2	4	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	2	1	2.2	4	0.644429041
290258	2	7	3	2	4	5	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	3	5	3	1	3.4	2.666666667	0.596792469
290259	1	7	3	2	3	-1	5	3	3	2	3	4	2	2	2	3	-1	-1	-1	-1	8	2.6	2.833333333	0.397416256
290260	2	4	1	2	2	-1	1	3	3	2	2	4	2	3	3	2	-1	-1	-1	-1	2	2.4	3	0.660253824
290261	1	7	1	2	3	1	4	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	2	2.666666667	0.979860478
290262	1	7	2	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	3	3	3	1	4	3.333333333	0.465487702
290263	1	2	1	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	3	3.8	1.5	1.721445938
290264	1	5	4	2	3	1	5	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	2	4	1	3.5	1.053618621
290265	2	6	2	2	2	-1	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	9	9	3	2	1.6	3.333333333	0.45699209
290266	2	1	4	2	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	2.2	1.5	2.19033628
290267	1	7	1	1	3	4	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	1	2	1.8	3.833333333	1.483371331
290268	2	2	1	1	1	-1	5	3	4	2	4	4	2	5	4	3	-1	-1	-1	-1	2	1	4.166666667	0.910925643
290269	1	2	4	2	1	-1	1	3	3	2	5	2	2	8	1	1	-1	-1	-1	-1	3	1.6	2.666666667	1.983675466
290270	2	2	1	2	3	-1	1	3	4	1	1	2	2	4	1	3	-1	-1	-1	-1	2	1.2	3	1.055487388
290271	1	5	4	2	1	-1	2	3	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	2	8	1	2.5	0.930343145
290272	2	4	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	5	5	3	3	0.913556819
290273	2	5	2	2	2	-1	2	3	9	9	9	9	9	9	9	1	-1	-1	-1	-1	2	2	2.333333333	0.585229266
290274	2	7	1	2	3	-1	1	3	2	4	2	4	1	3	2	1	-1	-1	-1	-1	1	1.4	4.5	1.160776785
290275	1	7	4	2	2	4	4	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	1	-1	-1	0.398849846
290276	2	7	3	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	0.645040137
290277	2	6	1	2	3	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	2	2	5	5	4	5	2.8	3	0.910523894
290278	2	7	2	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	4	2	2.5	0.600632143
290279	2	1	4	2	2	4	2	3	-1	-1	-1	-1	-1	-1	-1	2	1	4	5	3	3	3.2	2.166666667	2.110569159
290280	1	2	1	1	3	5	3	-1	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	5	-1	-1	1.48488408
290281	2	4	2	2	2	3	2	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	1.8	2.333333333	0.398177234
290282	2	3	1	1	1	-1	1	3	3	1	4	3	1	2	2	3	-1	-1	-1	-1	1	2.4	2.833333333	0.763476365
290283	2	4	1	1	2	1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	3	2.666666667	0.975440543
290284	1	4	1	2	2	3	5	-1	-1	-1	-1	-1	-1	-1	-1	3	1	1	5	2	2	1.6	4.833333333	1.458406722
290285	1	7	1	2	3	2	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	2.4	4	0.906109376
290286	1	6	2	2	4	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	2	2	2	3.5	0.444319551
290287	2	2	1	2	1	-1	1	3	3	3	3	3	1	4	2	3	-1	-1	-1	-1	2	2.6	2.166666667	0.995430879
290288	1	7	2	2	3	4	3	-1	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	1	4	2	4.666666667	0.502857547
290289	1	2	1	2	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	6	1.4	2.333333333	1.280829372
290290	1	3	1	1	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	3.8	3.666666667	0.937811017
290291	1	5	1	2	3	-1	3	3	2	2	2	4	2	5	1	3	-1	-1	-1	-1	1	4	4	0.891097879
290292	1	7	2	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	1	3.4	3.833333333	0.3474114
290293	1	7	3	2	4	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	3	1	3.4	5	0.406575775
290295	2	3	1	1	1	5	4	3	-1	-1	-1	-1	-1	-1	-1	4	2	2	3	2	2	2.6	3.166666667	2.011313655
290296	2	3	1	1	2	-1	2	3	3	3	3	3	3	4	1	3	-1	-1	-1	-1	1	2	3	1.405752544
290297	2	7	1	2	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	2	2	2.4	3.833333333	0.965657896
290298	1	1	4	2	3	-1	5	3	3	2	2	3	3	4	3	4	-1	-1	-1	-1	5	2.8	4	2.737380249
290299	1	1	4	2	2	-1	1	2	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	8	-1	-1	3.289086424
290300	1	2	1	1	3	-1	1	3	2	3	3	3	3	3	3	5	-1	-1	-1	-1	5	2.8	4.833333333	1.326312269
290301	2	5	2	2	4	-1	5	3	5	2	2	4	4	2	4	5	-1	-1	-1	-1	1	1.8	4	0.418667047
290302	1	5	1	2	1	-1	1	3	4	1	4	2	3	4	2	1	-1	-1	-1	-1	2	2.4	3.666666667	1.113330023
290303	1	6	1	1	3	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	1.8	3.333333333	1.024561234
290305	2	4	1	1	3	5	2	-1	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	2	4	3.4	3.333333333	1.343614864
290306	2	2	1	1	2	1	2	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	3	-1	-1	1.146470439
290307	1	1	4	2	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	4	4	1	1.4	4	1.839443275
290308	1	7	3	2	4	4	5	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	1	-1	-1	0.463572083
290309	2	6	1	2	3	-1	2	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.6	4.333333333	0.873588606
290310	2	3	1	1	1	-1	2	3	3	2	3	3	1	3	3	3	-1	-1	-1	-1	2	2.8	3.166666667	0.979032374
290311	2	4	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	1.2	2.5	1.101507602
290312	1	4	1	1	2	-1	5	3	5	4	4	5	4	4	4	3	-1	-1	-1	-1	2	2	4.166666667	1.255947712
290313	2	7	1	2	4	3	3	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	-1	-1	1.721961743
290314	1	4	1	2	3	4	3	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	4	4.666666667	0.982494208
290315	1	3	1	1	2	-1	1	2	3	2	1	2	1	4	1	2	-1	-1	-1	-1	1	2.8	4.833333333	1.276409824
290316	2	2	1	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	6	1.2	1.333333333	1.851133457
290317	2	4	2	1	1	-1	1	3	4	1	4	2	1	4	2	2	-1	-1	-1	-1	2	2.4	2.5	0.380660959
290318	1	7	4	2	4	3	4	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	1	5	0.362527899
290319	1	7	4	2	3	3	3	-1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	5	-1	-1	0.463822441
290320	2	7	3	2	4	-1	2	8	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	5	-1	-1	0.702912872
290321	1	7	1	2	4	-1	4	3	3	1	2	5	3	3	2	3	-1	-1	-1	-1	3	2.6	3.833333333	0.791867215
290322	1	5	1	1	3	-1	5	3	2	3	3	4	4	3	3	5	-1	-1	-1	-1	5	2	3.333333333	1.817259184
290323	1	3	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	3.2	3.5	1.066026952
290324	2	1	4	2	2	1	5	-1	-1	-1	-1	-1	-1	-1	-1	4	2	1	4	1	5	2.8	3.333333333	0.718436614
290325	2	2	4	2	4	-1	5	8	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	-1	-1	1.188506359
290326	2	6	2	2	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	5	4	1	2	0.593028394
290327	2	4	4	1	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	2	1	1.8	3.333333333	0.996296125
290328	1	7	3	2	4	-1	4	1	-1	-1	-1	-1	-1	-1	-1	5	1	-1	-1	-1	5	1	4.166666667	0.490059809
290329	1	2	1	2	2	4	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	3	2	2.166666667	1.617168264
290330	1	4	2	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	3.2	2	0.52768686
290331	2	3	1	2	8	-1	1	2	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	2	2.4	5	0.826750116
290332	1	2	4	2	1	-1	1	3	5	1	3	1	1	5	2	2	-1	-1	-1	-1	3	1.4	1.666666667	0.787604281
290333	1	4	4	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	-1	1.595961462
290334	1	2	2	2	4	-1	3	3	3	3	2	3	8	3	3	4	-1	-1	-1	-1	2	2.4	3.666666667	0.566300331
290335	2	4	4	1	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	0.859452492
290336	2	7	3	2	4	3	5	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	2	2.2	5	0.571383863
290337	1	4	1	2	2	-1	5	3	3	3	3	5	2	4	3	1	-1	-1	-1	-1	8	2.6	3.833333333	2.418455686
290338	2	6	2	2	3	2	1	-1	-1	-1	-1	-1	-1	-1	-1	4	2	2	5	4	2	3.4	3	0.45939856
290339	2	3	2	1	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	2	3	5	4	1	3.6	3.833333333	0.539095267
290340	2	5	2	2	3	3	5	3	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	1	1	1.6	5	0.43839565
290341	2	7	3	2	4	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	4	2	5	5	1	2	1.2	4.666666667	0.789438924
290342	1	2	1	1	3	3	1	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	1.8	4.833333333	1.201995125
290344	1	7	3	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	1	2	2	4.666666667	0.429921859
290345	2	2	4	1	3	1	2	2	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	5	-1	-1	0.588278132
290346	2	6	2	2	1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	9	9	4	6	2.6	2.666666667	0.392607765
290347	1	7	3	2	2	2	1	2	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	0.430042376
290348	2	7	3	2	4	3	5	8	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	4	1	2	2.666666667	0.615974974
290349	1	7	3	2	3	5	2	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	3	1	4	3.666666667	0.638553734
290350	2	3	1	1	3	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	8	1.8	3.666666667	1.569521091
290351	1	4	1	1	1	-1	1	3	4	2	2	4	2	4	4	3	-1	-1	-1	-1	2	3.2	3	1.596931324
290352	1	6	1	2	3	5	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.6	3.333333333	0.73270195
290353	1	7	4	2	4	-1	3	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	1.75	9	0.492808601
290354	1	7	3	2	2	-1	3	3	4	2	8	8	8	4	3	4	-1	-1	-1	-1	3	2.4	4.166666667	0.439211567
290355	1	7	1	1	4	-1	3	1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	2.4	4	1.053529713
290356	2	3	1	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	1	4	3.833333333	1.212189658
290357	1	1	4	2	2	-1	5	3	4	2	4	2	1	4	2	3	-1	-1	-1	-1	8	2	3.666666667	2.294718725
290358	2	5	3	2	4	-1	5	2	3	3	3	5	3	4	4	4	-1	-1	-1	-1	5	1.4	4.333333333	0.595916081
290359	2	3	4	1	3	1	5	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	1	3	3.333333333	0.495888302
290360	1	2	4	2	3	1	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	6	2	3.166666667	3.122220727
290361	1	4	1	1	3	-1	3	3	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	-1	1.4194004
290362	1	5	1	2	2	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	2	2.2	2.833333333	0.942115889
290363	1	1	1	1	3	-1	5	1	1	3	4	5	5	2	4	3	-1	-1	-1	-1	8	2.4	3.5	2.748014214
290364	2	7	1	2	3	5	1	1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.4	3.833333333	1.344498217
290365	2	7	2	2	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	1	3	2.2	3.333333333	0.744955214
290366	1	7	1	2	1	-1	1	3	3	2	4	3	2	4	2	2	-1	-1	-1	-1	1	4	4.666666667	0.714197281
290367	1	4	1	1	3	-1	2	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.2	4	1.819316986
290368	1	2	4	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	3	3	4	3	1.797803611
290369	1	7	1	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	1	3.4	3.666666667	0.752300673
290370	1	7	1	1	8	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	2	-1	-1	1.718141878
290371	2	3	1	1	3	-1	5	2	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	-1	1.37866498
290372	1	7	3	2	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	0.443480382
290373	1	4	4	2	2	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	4.6	4.5	0.495892867
290374	1	3	1	1	3	-1	3	2	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	2.2	4.166666667	1.128083153
290375	2	7	1	2	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	3	3.4	2	0.913744462
290376	2	3	2	1	8	1	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	3	4.166666667	0.705165281
290377	2	5	1	2	2	-1	2	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	2.6	4.333333333	0.838317807
290378	1	7	2	2	4	-1	1	3	4	2	4	4	2	5	8	4	-1	-1	-1	-1	1	3	3.833333333	0.501707858
290379	2	7	3	2	4	-1	5	1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	2	-1	-1	0.597526365
290380	2	4	3	1	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	2	4	5	2	5	4	4	1.217916824
290381	2	5	1	2	3	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	2	2.2	3.666666667	0.866630504
290382	2	1	4	2	1	-1	2	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	4	2	2	1.6	1.833333333	1.106548885
290383	2	7	3	2	2	2	4	3	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	2	1.8	4.166666667	0.555012595
290384	1	4	1	1	3	-1	4	3	4	2	4	3	2	3	3	3	-1	-1	-1	-1	1	3.2	3.333333333	0.834471324
290385	1	2	4	2	2	-1	1	3	4	2	2	2	2	3	4	3	-1	-1	-1	-1	1	4	2.833333333	0.680064177
290386	2	6	1	1	3	2	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.6	4	1.836375529
290387	1	2	4	2	1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	4	4	2	2	1.6	2.333333333	1.835959698
290388	2	5	2	2	3	3	5	1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	1	4	2	0.662600403
290389	1	2	1	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	2	4.166666667	1.59275459
290390	2	3	1	1	1	1	-1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	5	3.4	3.833333333	1.166527707
290391	2	4	1	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	4	2	2	3.833333333	0.839548821
290392	2	2	4	1	3	2	2	3	-1	-1	-1	-1	-1	-1	-1	5	2	4	5	2	5	2.4	4.6	0.709952299
290393	2	2	4	2	1	3	5	2	-1	-1	-1	-1	-1	-1	-1	4	1	4	5	2	2	3.4	3.5	1.515507839
290394	2	7	1	2	4	-1	5	3	2	3	2	4	4	3	3	3	-1	-1	-1	-1	2	2.6	4	1.603148063
290395	2	7	3	2	3	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	2	1	1	5	4	2	2.8	3.333333333	0.500223507
290396	2	2	1	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	8	-1	-1	1.462131101
290397	1	7	1	2	1	3	8	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	3	1.8	4.333333333	0.717662907
290398	2	7	3	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	3.4	3.5	0.514883938
290399	1	5	2	2	3	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	0.503472009
290400	2	7	2	2	2	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.8	3.5	0.451936569
290401	2	7	1	2	3	-1	5	3	2	2	2	3	2	3	3	3	-1	-1	-1	-1	2	1.6	4.166666667	1.11672183
290402	1	5	2	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	4	-1	-1	0.590963357
290403	2	3	1	1	1	3	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	8	2	4	0.956038207
290404	2	2	4	1	4	1	5	-1	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	2	-1	-1	0.53259807
290405	2	7	2	1	4	-1	2	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	1.4	2.666666667	1.180824923
290406	2	4	2	1	3	2	1	2	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.6	4	1.711565484
290407	1	4	1	2	2	3	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	-1	-1	1.667282107
290408	2	2	1	2	3	3	5	1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	2.2	4.166666667	0.945159648
290409	2	7	1	2	3	-1	2	1	2	4	1	4	2	2	4	3	-1	-1	-1	-1	1	3	4.166666667	0.922296715
290410	2	2	4	2	1	-1	1	3	3	2	2	4	2	4	3	2	-1	-1	-1	-1	5	3.4	3.833333333	0.494211356
290411	1	6	1	2	4	-1	3	3	3	2	3	2	2	3	1	2	-1	-1	-1	-1	1	3.6	3.833333333	0.679538081
290412	2	2	1	1	1	1	-1	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	-1	-1	0.907688438
290413	2	7	1	2	1	-1	1	3	4	2	4	2	2	4	2	1	-1	-1	-1	-1	5	2.8	3.333333333	0.870450214
