YYYY,Month,MM,DD,Tmax,Tmin,Tmean,Trange,Rainfall_mm
1829,Jan,1,3,5.5,1.2,3.4,4.3,5.2
1829,Jan,1,4,7.6,2.3,5,5.3,2.2
1829,Jan,1,5,6.1,0.7,3.4,5.4,0
1829,Jan,1,6,2.7,-2.8,0,5.5,0
1829,Jan,1,7,1.6,-2.7,-0.6,4.3,0
1829,Jan,1,8,0.7,-0.4,0.2,1.1,0
1829,Jan,1,9,1.3,-0.6,0.4,1.9,0
1829,Jan,1,10,2.2,0.3,1.3,1.9,0
1829,Jan,1,11,1.2,-1.1,0,2.3,1.4
1829,Jan,1,12,1.2,-1.6,-0.2,2.8,0
1829,Jan,1,13,2.1,-0.5,0.8,2.6,0
1829,Jan,1,14,1.2,-0.4,0.4,1.6,0
1829,Jan,1,15,1.1,-0.6,0.3,1.7,0
1829,Jan,1,16,-1.4,-1.6,-1.5,0.2,0
1829,Jan,1,17,-1.5,-4.1,-2.8,2.6,0
1829,Jan,1,18,-1.8,-7.7,-4.8,5.9,0
1829,Jan,1,19,-0.7,-6.6,-3.7,5.9,0
1829,Jan,1,20,-1.8,-10,-5.9,8.2,0
1829,Jan,1,21,-2.4,-6.1,-4.3,3.7,0
1829,Jan,1,22,-2.1,-7.4,-4.8,5.3,0
1829,Jan,1,23,-5.6,-6.5,-6.1,0.9,0
1829,Jan,1,24,-2.7,-8.8,-5.8,6.1,0
1829,Jan,1,25,1.2,-10.1,-4.5,11.3,0
1829,Jan,1,26,6.3,-3.8,1.3,10.1,0
1829,Jan,1,27,4.6,1.7,3.2,2.9,4.5
1829,Jan,1,28,4.9,0,2.5,4.9,0.8
1829,Jan,1,29,3.4,-1.7,0.9,5.1,0
1829,Jan,1,30,4,0,2,4,0
1829,Jan,1,31,3.4,3.4,3.4,0,0
1829,Feb,2,1,1.8,-4.2,-1.2,6,0
1829,Feb,2,2,0.3,-7.4,-3.6,7.7,0
1829,Feb,2,3,1.3,-6.6,-2.7,7.9,0
1829,Feb,2,4,6.1,-3.8,1.2,9.9,0
1829,Feb,2,5,7.8,2.3,5.1,5.5,0.8
1829,Feb,2,6,6.5,3.3,4.9,3.2,0
1829,Feb,2,7,8.2,4.1,6.2,4.1,0
1829,Feb,2,8,8.2,3.8,6,4.4,0
1829,Feb,2,9,6.1,2.3,4.2,3.8,0
1829,Feb,2,10,6.8,2.9,4.9,3.9,0.3
1829,Feb,2,11,8.6,4.4,6.5,4.2,0
1829,Feb,2,12,9,5.7,7.4,3.3,4.5
1829,Feb,2,13,7.7,3.3,5.5,4.4,0
1829,Feb,2,14,8.9,4,6.5,4.9,0
1829,Feb,2,15,10.6,6.1,8.4,4.5,0
1829,Feb,2,16,10.5,5.9,8.2,4.6,0
1829,Feb,2,17,8.4,2.2,5.3,6.2,0
1829,Feb,2,18,5.3,2.1,3.7,3.2,0
1829,Feb,2,19,9.6,1.8,5.7,7.8,0
1829,Feb,2,20,8.8,4.5,6.7,4.3,0.1
1829,Feb,2,21,10.6,5.1,7.9,5.5,6.2
1829,Feb,2,22,6.2,5.7,6,0.5,0.8
1829,Feb,2,23,3.8,1.6,2.7,2.2,0
1829,Feb,2,24,3.2,-0.1,1.6,3.3,0
1829,Feb,2,25,4.4,0.7,2.6,3.7,1.3
1829,Feb,2,26,4.8,2.3,3.6,2.5,3.2
1829,Feb,2,27,10.6,4,7.3,6.6,14.2
1829,Feb,2,28,4.4,2.4,3.4,2,0
1829,Mar,3,1,2.3,-4.2,-1,6.5,0
1829,Mar,3,2,2.3,-0.9,0.7,3.2,0
1829,Mar,3,3,2.7,0.6,1.7,2.1,0
1829,Mar,3,4,5.7,1.3,3.5,4.4,0.2
1829,Mar,3,5,5.6,-1.4,2.1,7,0
1829,Mar,3,6,6.9,3.3,5.1,3.6,0
1829,Mar,3,7,7.2,3.2,5.2,4,0
1829,Mar,3,8,7.7,3.5,5.6,4.2,0
1829,Mar,3,9,9.1,3.8,6.5,5.3,0
1829,Mar,3,10,8,2.3,5.2,5.7,0
1829,Mar,3,11,5.2,-0.2,2.5,5.4,0
1829,Mar,3,12,3.9,-0.8,1.6,4.7,0
1829,Mar,3,13,5.2,1.2,3.2,4,0
1829,Mar,3,14,3.9,0.4,2.2,3.5,0
1829,Mar,3,15,4.1,-3.1,0.5,7.2,0
1829,Mar,3,16,4.9,-5.4,-0.3,10.3,0
1829,Mar,3,17,9.1,-4.8,2.2,13.9,0
1829,Mar,3,18,12.2,-1.7,5.3,13.9,0
1829,Mar,3,19,14.4,4.4,9.4,10,0
1829,Mar,3,20,15,9.6,12.3,5.4,0
1829,Mar,3,21,13.2,0.7,7,12.5,0
1829,Mar,3,22,12.6,-1.1,5.8,13.7,0
1829,Mar,3,23,12.6,1.8,7.2,10.8,0
1829,Mar,3,24,8.2,1.7,5,6.5,0
1829,Mar,3,25,7.3,-6.3,0.5,13.6,0
1829,Mar,3,26,8.3,-2.3,3,10.6,0
1829,Mar,3,27,8.3,2.1,5.2,6.2,0
1829,Mar,3,28,12.1,-3.4,4.4,15.5,0
1829,Mar,3,29,8.1,2.6,5.4,5.5,5.4
1829,Mar,3,30,7.8,3.4,5.6,4.4,0
1829,Mar,3,31,8.3,3.2,5.8,5.1,0
1829,Apr,4,1,12.6,0.1,6.4,12.5,2.5
1829,Apr,4,2,11.4,-2.1,4.7,13.5,1.7
1829,Apr,4,3,9.4,-1.6,3.9,11,0
1829,Apr,4,4,19.2,1.2,10.2,18,0
1829,Apr,4,5,12.7,5.9,9.3,6.8,9.1
1829,Apr,4,6,12,4.6,8.3,7.4,4.7
1829,Apr,4,7,11.8,3.3,7.6,8.5,0
1829,Apr,4,8,12.2,1.2,6.7,11,2.9
1829,Apr,4,9,10.3,5.1,7.7,5.2,1.7
1829,Apr,4,10,12.2,2.4,7.3,9.8,4.9
1829,Apr,4,11,13.9,4.3,9.1,9.6,0
1829,Apr,4,12,15.1,8.2,11.7,6.9,15
1829,Apr,4,13,12.3,8.1,10.2,4.2,2.4
1829,Apr,4,14,13.9,3.6,8.8,10.3,4.7
1829,Apr,4,15,12.9,8.3,10.6,4.6,6.3
1829,Apr,4,16,11.4,5.9,8.7,5.5,18.1
1829,Apr,4,17,14.2,3.3,8.8,10.9,0
1829,Apr,4,18,14.2,5.9,10.1,8.3,0
1829,Apr,4,19,11.5,4.6,8.1,6.9,1
1829,Apr,4,20,13.2,4.6,8.9,8.6,1.6
1829,Apr,4,21,14.3,3.8,9.1,10.5,0
1829,Apr,4,22,9.1,7.1,8.1,2,0.9
1829,Apr,4,23,13.1,6.9,10,6.2,8
1829,Apr,4,24,8.2,5.6,6.9,2.6,5.4
1829,Apr,4,25,8.8,4.6,6.7,4.2,0
1829,Apr,4,26,11.1,8.8,10,2.3,0
1829,Apr,4,27,11.5,4.1,7.8,7.4,0.4
1829,Apr,4,28,11.8,3.8,7.8,8,0
1829,Apr,4,29,7.6,2.9,5.3,4.7,0
1829,Apr,4,30,8.2,0.2,4.2,8,0
1829,May,5,1,14,7,10.5,7,0
1829,May,5,2,15.4,8.3,11.9,7.1,0
1829,May,5,3,16.1,9,12.6,7.1,0
1829,May,5,4,15,5,10,10,0
1829,May,5,5,15.1,6.1,10.6,9,0
1829,May,5,6,15.4,11.6,13.5,3.8,0
1829,May,5,7,14.4,6.5,10.5,7.9,0
1829,May,5,8,17.1,6.4,11.8,10.7,0.8
1829,May,5,9,16.9,9.1,13,7.8,0
1829,May,5,10,20.1,5.6,12.9,14.5,0
1829,May,5,11,17.9,9.7,13.8,8.2,0
1829,May,5,12,18.9,10.5,14.7,8.4,0
1829,May,5,13,19.1,5.6,12.4,13.5,0
1829,May,5,14,17.6,10.3,14,7.3,0
1829,May,5,15,19.8,7,13.4,12.8,0
1829,May,5,16,18.6,9.5,14.1,9.1,0
1829,May,5,17,19.7,7.6,13.7,12.1,0
1829,May,5,18,18.9,6.3,12.6,12.6,0
1829,May,5,19,20.4,6.1,13.3,14.3,0
1829,May,5,20,21.4,8.9,15.2,12.5,0
1829,May,5,21,17.3,8.8,13.1,8.5,0
1829,May,5,22,18.6,6.9,12.8,11.7,0
1829,May,5,23,21.8,7.6,14.7,14.2,0
1829,May,5,24,17.2,9.4,13.3,7.8,0
1829,May,5,25,14.8,7.6,11.2,7.2,3.1
1829,May,5,26,14.8,7.4,11.1,7.4,0
1829,May,5,27,18.2,7.8,13,10.4,0
1829,May,5,28,19.1,7.1,13.1,12,0
1829,May,5,29,18.3,7.6,13,10.7,0
1829,May,5,30,15.6,9,12.3,6.6,0
1829,May,5,31,19.1,7,13.1,12.1,0
1829,Jun,6,1,16.4,9.4,12.9,7,0
1829,Jun,6,2,20.9,8.4,14.7,12.5,0
1829,Jun,6,3,23.7,13.9,18.8,9.8,0
1829,Jun,6,4,21.1,14.2,17.7,6.9,0
1829,Jun,6,5,18,11.8,14.9,6.2,0
1829,Jun,6,6,15.1,5.8,10.5,9.3,0
1829,Jun,6,7,15.7,3.1,9.4,12.6,0
1829,Jun,6,8,16.6,8.7,12.7,7.9,0
1829,Jun,6,9,18,8.4,13.2,9.6,0
1829,Jun,6,10,18.4,6.9,12.7,11.5,0
1829,Jun,6,11,21.6,6.2,13.9,15.4,0
1829,Jun,6,12,21.8,8.8,15.3,13,0
1829,Jun,6,13,25.2,10.2,17.7,15,0
1829,Jun,6,14,22.5,12.9,17.7,9.6,0.7
1829,Jun,6,15,23.8,13.3,18.6,10.5,0
1829,Jun,6,16,18.3,12.1,15.2,6.2,0.8
1829,Jun,6,17,18.9,7.1,13,11.8,0
1829,Jun,6,18,18.1,8.2,13.2,9.9,11.4
1829,Jun,6,19,20.2,10.3,15.3,9.9,0.8
1829,Jun,6,20,21.8,13.1,17.5,8.7,0
1829,Jun,6,21,21.4,14.2,17.8,7.2,2.4
1829,Jun,6,22,19.7,13.8,16.8,5.9,2
1829,Jun,6,23,22.9,13.8,18.4,9.1,1.4
1829,Jun,6,24,23.3,15,19.2,8.3,0
1829,Jun,6,25,24.1,11.8,18,12.3,0
1829,Jun,6,26,22.4,13.9,18.2,8.5,28.8
1829,Jun,6,27,21.4,14.1,17.8,7.3,1.7
1829,Jun,6,28,16.1,14.5,15.3,1.6,18.2
1829,Jun,6,29,17.2,11.2,14.2,6,9.1
1829,Jun,6,30,20.3,9.9,15.1,10.4,0
1829,Jul,7,1,16.9,13.2,15.1,3.7,8.2
1829,Jul,7,2,18.4,12.1,15.3,6.3,8.7
1829,Jul,7,3,19.7,11.5,15.6,8.2,3.7
1829,Jul,7,4,18.6,11.2,14.9,7.4,3.3
1829,Jul,7,5,18.8,9.3,14.1,9.5,1.6
1829,Jul,7,6,19.7,11.2,15.5,8.5,1
1829,Jul,7,7,19.2,12.9,16.1,6.3,8.3
1829,Jul,7,8,21.2,13.2,17.2,8,4.3
1829,Jul,7,9,17.8,12.4,15.1,5.4,0
1829,Jul,7,10,19.8,11.3,15.6,8.5,0
1829,Jul,7,11,20.9,14.2,17.6,6.7,0
1829,Jul,7,12,20.4,14.2,17.3,6.2,1.1
1829,Jul,7,13,22.4,13.6,18,8.8,0
1829,Jul,7,14,21.1,16.5,18.8,4.6,1.4
1829,Jul,7,15,21.8,13.1,17.5,8.7,2.8
1829,Jul,7,16,21.1,12.9,17,8.2,0
1829,Jul,7,17,17.5,11.8,14.7,5.7,3.2
1829,Jul,7,18,20.7,14.1,17.4,6.6,35.2
1829,Jul,7,19,18.2,14.2,16.2,4,1.7
1829,Jul,7,20,19.3,10.7,15,8.6,5.2
1829,Jul,7,21,22,11.4,16.7,10.6,0
1829,Jul,7,22,22.3,14.6,18.5,7.7,0
1829,Jul,7,23,22.2,14.4,18.3,7.8,0
1829,Jul,7,24,23.5,12.1,17.8,11.4,0
1829,Jul,7,25,22.4,17.1,19.8,5.3,0
1829,Jul,7,26,16.8,12.9,14.9,3.9,0
1829,Jul,7,27,18.7,7.7,13.2,11,0
1829,Jul,7,28,21.1,9.6,15.4,11.5,0
1829,Jul,7,29,19.4,13.3,16.4,6.1,0
1829,Jul,7,30,18.1,9.3,13.7,8.8,7.3
1829,Jul,7,31,18.7,10.1,14.4,8.6,0.6
1829,Aug,8,1,20.1,11.6,15.9,8.5,0
1829,Aug,8,2,21.2,12.2,16.7,9,0
1829,Aug,8,3,17.9,17.1,17.5,0.8,0
1829,Aug,8,4,16.2,10.3,13.3,5.9,8.1
1829,Aug,8,5,19.8,12.4,16.1,7.4,1.3
1829,Aug,8,6,20.7,13.1,16.9,7.6,0
1829,Aug,8,7,23.4,16.2,19.8,7.2,0
1829,Aug,8,8,21.8,15.8,18.8,6,0
1829,Aug,8,9,24.4,19.3,21.9,5.1,0
1829,Aug,8,10,20.7,15.9,18.3,4.8,0
1829,Aug,8,11,19.9,11,15.5,8.9,1.9
1829,Aug,8,12,22.2,12.4,17.3,9.8,0
1829,Aug,8,13,22.1,19.7,20.9,2.4,0
1829,Aug,8,14,20.6,14.7,17.7,5.9,5.6
1829,Aug,8,15,13.1,10.1,11.6,3,25.9
1829,Aug,8,16,15.1,8.9,12,6.2,3.1
1829,Aug,8,17,19.4,7,13.2,12.4,0
1829,Aug,8,18,20.4,11.4,15.9,9,2.7
1829,Aug,8,19,18.5,13.7,16.1,4.8,2.3
1829,Aug,8,20,17.1,11.7,14.4,5.4,0
1829,Aug,8,21,16.3,9.6,13,6.7,0
1829,Aug,8,22,15.6,9.9,12.8,5.7,1.2
1829,Aug,8,23,20.7,14.4,17.6,6.3,22.9
1829,Aug,8,24,15.4,11.1,13.3,4.3,10
1829,Aug,8,25,16.2,11.4,13.8,4.8,0
1829,Aug,8,26,17.1,7.9,12.5,9.2,0
1829,Aug,8,27,16.4,13.2,14.8,3.2,3.5
1829,Aug,8,28,15.8,11.4,13.6,4.4,4.5
1829,Aug,8,29,17.4,11.6,14.5,5.8,0
1829,Aug,8,30,18.3,8.7,13.5,9.6,0
1829,Aug,8,31,17.1,10.6,13.9,6.5,0
1829,Sep,9,1,17.3,13.2,15.3,4.1,0
1829,Sep,9,2,17,15.9,16.5,1.1,0
1829,Sep,9,3,16.3,8.7,12.5,7.6,0
1829,Sep,9,4,16.1,8.4,12.3,7.7,0
1829,Sep,9,5,16.9,10.6,13.8,6.3,0
1829,Sep,9,6,18,10.4,14.2,7.6,1.2
1829,Sep,9,7,17.4,7.8,12.6,9.6,3
1829,Sep,9,8,16.1,9.9,13,6.2,9.8
1829,Sep,9,9,17,10.2,13.6,6.8,2.4
1829,Sep,9,10,19.2,12.5,15.9,6.7,11.6
1829,Sep,9,11,15.6,12.8,14.2,2.8,2.6
1829,Sep,9,12,15.8,8.3,12.1,7.5,8.9
1829,Sep,9,13,16.7,7.6,12.2,9.1,0
1829,Sep,9,14,14.3,8.3,11.3,6,4.7
1829,Sep,9,15,14.6,5.8,10.2,8.8,0
1829,Sep,9,16,13.7,7.3,10.5,6.4,7.1
1829,Sep,9,17,15.1,5.1,10.1,10,1.4
1829,Sep,9,18,16.7,8.8,12.8,7.9,8.4
1829,Sep,9,19,14.2,9,11.6,5.2,0
1829,Sep,9,20,13.4,4.6,9,8.8,0
1829,Sep,9,21,15.9,8.7,12.3,7.2,2.2
1829,Sep,9,22,16.1,5.8,11,10.3,0
1829,Sep,9,23,15.7,8.2,12,7.5,0
1829,Sep,9,24,14.7,6.7,10.7,8,0
1829,Sep,9,25,15.2,3.8,9.5,11.4,0
1829,Sep,9,26,16.2,2.5,9.4,13.7,0
1829,Sep,9,27,15.8,11.7,13.8,4.1,5.6
1829,Sep,9,28,14.2,4.7,9.5,9.5,0
1829,Sep,9,29,11.5,3.4,7.5,8.1,0
1829,Sep,9,30,12.9,5,9,7.9,0
1829,Oct,10,1,15,5,10,10,0
1829,Oct,10,2,14.4,8.3,11.4,6.1,0
1829,Oct,10,3,14.4,10.8,12.6,3.6,3.8
1829,Oct,10,4,14.9,9.2,12.1,5.7,2.3
1829,Oct,10,5,13.4,10.4,11.9,3,6.6
1829,Oct,10,6,11.2,5.4,8.3,5.8,0
1829,Oct,10,7,3.8,2.6,3.2,1.2,10.4
1829,Oct,10,8,8.7,-0.6,4.1,9.3,0
1829,Oct,10,9,8.4,-0.6,3.9,9,0
1829,Oct,10,10,13.9,-0.1,6.9,14,0
1829,Oct,10,11,14.7,9.4,12.1,5.3,0
1829,Oct,10,12,14.1,10.7,12.4,3.4,0
1829,Oct,10,13,13.3,8.2,10.8,5.1,2.4
1829,Oct,10,14,8.4,6.9,7.7,1.5,0
1829,Oct,10,15,7.6,0.3,4,7.3,0
1829,Oct,10,16,11.6,0.4,6,11.2,0
1829,Oct,10,17,13.6,6.7,10.2,6.9,0
1829,Oct,10,18,15.5,10,12.8,5.5,0
1829,Oct,10,19,16.5,6.9,11.7,9.6,0
1829,Oct,10,20,15.3,11.7,13.5,3.6,2.5
1829,Oct,10,21,12.8,5.8,9.3,7,10.4
1829,Oct,10,22,11.2,6.1,8.7,5.1,0
1829,Oct,10,23,12.4,-0.1,6.2,12.5,0
1829,Oct,10,24,9.1,-1.7,3.7,10.8,0
1829,Oct,10,25,10.5,-0.7,4.9,11.2,0
1829,Oct,10,26,8.5,3.3,5.9,5.2,0
1829,Oct,10,27,9.9,0,5,9.9,1.1
1829,Oct,10,28,9.1,6.8,8,2.3,0
1829,Oct,10,29,6.2,-1.2,2.5,7.4,0
1829,Oct,10,30,11.1,3.9,7.5,7.2,0
1829,Oct,10,31,6.8,4.7,5.8,2.1,0
1829,Nov,11,1,4.6,-1.8,1.4,6.4,0
1829,Nov,11,2,9.6,-2.1,3.8,11.7,0
1829,Nov,11,3,8.3,0.6,4.5,7.7,0
1829,Nov,11,4,11.2,5.1,8.2,6.1,4.6
1829,Nov,11,5,9.6,0.6,5.1,9,0
1829,Nov,11,6,10.3,4,7.2,6.3,0
1829,Nov,11,7,9,1.1,5.1,7.9,0
1829,Nov,11,8,7.9,-1,3.5,8.9,0
1829,Nov,11,9,9.6,2.2,5.9,7.4,0
1829,Nov,11,10,9.6,3.8,6.7,5.8,0
1829,Nov,11,11,8.3,1.2,4.8,7.1,9
1829,Nov,11,12,13.1,3.5,8.3,9.6,8
1829,Nov,11,13,8.9,8.8,8.9,0.1,0
1829,Nov,11,14,7.8,4.2,6,3.6,0
1829,Nov,11,15,11.1,4.4,7.8,6.7,0.7
1829,Nov,11,16,5,-0.6,2.2,5.6,0.9
1829,Nov,11,17,4,-4.6,-0.3,8.6,0
1829,Nov,11,18,4.6,-1,1.8,5.6,0
1829,Nov,11,19,-0.2,-5.1,-2.7,4.9,0
1829,Nov,11,20,-0.2,-5.2,-2.7,5,0
1829,Nov,11,21,1.1,-7.1,-3,8.2,0
1829,Nov,11,22,4.5,-2.7,0.9,7.2,1.6
1829,Nov,11,23,6,0,3,6,0
1829,Nov,11,24,3.3,0.8,2.1,2.5,0
1829,Nov,11,25,0.4,-0.6,-0.1,1,1.5
1829,Nov,11,26,2.8,-0.7,1.1,3.5,0
1829,Nov,11,27,2.4,-0.6,0.9,3,0
1829,Nov,11,28,4,1.8,2.9,2.2,0
1829,Nov,11,29,4.3,2.7,3.5,1.6,0
1829,Nov,11,30,4,2.7,3.4,1.3,0
1829,Dec,12,1,4.6,2.2,3.4,2.4,0
1829,Dec,12,2,6,1.8,3.9,4.2,0
1829,Dec,12,3,6,3.9,5,2.1,0
1829,Dec,12,4,6.8,4.4,5.6,2.4,0.7
1829,Dec,12,5,8.2,4.9,6.6,3.3,0
1829,Dec,12,6,6.5,1.2,3.9,5.3,0
1829,Dec,12,7,0.8,-1.8,-0.5,2.6,0
1829,Dec,12,8,0.3,-1.5,-0.6,1.8,0
1829,Dec,12,9,1.7,-3.2,-0.8,4.9,0
1829,Dec,12,10,1.1,-2.8,-0.9,3.9,0
1829,Dec,12,11,3.2,-3.4,-0.1,6.6,0
1829,Dec,12,12,7.1,0,3.6,7.1,0.9
1829,Dec,12,13,7.4,2.9,5.2,4.5,0
1829,Dec,12,14,4.4,-0.7,1.9,5.1,0
1829,Dec,12,15,3.8,-1.2,1.3,5,0
1829,Dec,12,16,2.1,-0.5,0.8,2.6,0
1829,Dec,12,17,1.8,-0.1,0.9,1.9,0
1829,Dec,12,18,1.1,-2.3,-0.6,3.4,3.4
1829,Dec,12,19,0.3,-2.3,-1,2.6,0
1829,Dec,12,20,-0.9,-1.4,-1.2,0.5,0
1829,Dec,12,21,1.1,-6.1,-2.5,7.2,6.2
1829,Dec,12,22,0.9,-5.5,-2.3,6.4,0
1829,Dec,12,23,-1.4,-2.2,-1.8,0.8,0
1829,Dec,12,24,-1.1,-8.8,-5,7.7,0
1829,Dec,12,25,-1.1,-4.2,-2.7,3.1,0
1829,Dec,12,26,-3.3,-5.7,-4.5,2.4,0
1829,Dec,12,27,-2.7,-5.4,-4.1,2.7,0
1829,Dec,12,28,-3.4,-8.2,-5.8,4.8,0
1829,Dec,12,29,-4.2,-7.2,-5.7,3,0
1829,Dec,12,30,-2.4,-7.2,-4.8,4.8,0
1829,Dec,12,31,-1.8,-6.1,-4,4.3,0
1830,Jan,1,1,-0.4,-3.6,-2,3.2,0
1830,Jan,1,2,0,-3.6,-1.8,3.6,0
1830,Jan,1,3,2.1,-1.2,0.5,3.3,0
1830,Jan,1,4,1.4,-4.2,-1.4,5.6,5.5
1830,Jan,1,5,3.5,0.4,2,3.1,0
1830,Jan,1,6,4.4,-3.2,0.6,7.6,0
1830,Jan,1,7,5.5,-1.8,1.9,7.3,0
1830,Jan,1,8,1.3,-1.7,-0.2,3,0
1830,Jan,1,9,3.7,-5,-0.7,8.7,0
1830,Jan,1,10,2.2,-3.1,-0.5,5.3,0
1830,Jan,1,11,3.9,-0.6,1.7,4.5,0
1830,Jan,1,12,0.4,-4.1,-1.9,4.5,0
1830,Jan,1,13,-1.1,-2.5,-1.8,1.4,0
1830,Jan,1,14,-2.4,-5.7,-4.1,3.3,0
1830,Jan,1,15,0.2,-2.2,-1,2.4,0
1830,Jan,1,16,-0.2,-1.1,-0.7,0.9,0
1830,Jan,1,17,-3.7,-9,-6.4,5.3,0
1830,Jan,1,18,-6.1,-10,-8.1,3.9,0
1830,Jan,1,19,-3.2,-10,-6.6,6.8,0
1830,Jan,1,20,-0.6,-7.8,-4.2,7.2,9.4
1830,Jan,1,21,0.8,-3.4,-1.3,4.2,0
1830,Jan,1,22,1.3,-0.9,0.2,2.2,0
1830,Jan,1,23,-0.1,-1.9,-1,1.8,1.4
1830,Jan,1,24,2.3,-0.4,1,2.7,0
1830,Jan,1,25,2.2,-2.2,0,4.4,0
1830,Jan,1,26,1.8,-0.4,0.7,2.2,0
1830,Jan,1,27,2.8,-0.4,1.2,3.2,2.4
1830,Jan,1,28,1.4,-0.3,0.6,1.7,0
1830,Jan,1,29,2.2,-0.7,0.8,2.9,0
1830,Jan,1,30,3.4,-3.1,0.2,6.5,2.7
1830,Jan,1,31,-6.5,-6.7,-6.6,0.2,0
1830,Feb,2,1,-4.5,-10,-7.3,5.5,0
1830,Feb,2,2,-7.9,-8.3,-8.1,0.4,0
1830,Feb,2,3,-6.2,-8.3,-7.3,2.1,0
1830,Feb,2,4,-0.7,-8.1,-4.4,7.4,0
1830,Feb,2,5,-5.1,-7.9,-6.5,2.8,0
1830,Feb,2,6,-6,-12.3,-9.2,6.3,0
1830,Feb,2,7,6.2,-11.1,-2.5,17.3,0
1830,Feb,2,8,7.4,4.2,5.8,3.2,4.5
1830,Feb,2,9,5.6,2.5,4.1,3.1,11.6
1830,Feb,2,10,4.9,-1.2,1.9,6.1,0
1830,Feb,2,11,4.7,-2.3,1.2,7,0
1830,Feb,2,12,6.1,-0.3,2.9,6.4,0
1830,Feb,2,13,4.9,0.7,2.8,4.2,2.8
1830,Feb,2,14,5.4,1.4,3.4,4,0
1830,Feb,2,15,1.7,-2.3,-0.3,4,0
1830,Feb,2,16,1.3,-1.6,-0.2,2.9,0
1830,Feb,2,17,2.2,-2.9,-0.4,5.1,0
1830,Feb,2,18,2.2,-2.4,-0.1,4.6,0.2
1830,Feb,2,19,2.3,-2.8,-0.3,5.1,0
1830,Feb,2,20,3.8,-5.8,-1,9.6,0
1830,Feb,2,21,3.4,-3.9,-0.3,7.3,2.7
1830,Feb,2,22,6.7,-2.8,2,9.5,8
1830,Feb,2,23,10.9,5.7,8.3,5.2,0
1830,Feb,2,24,11.9,7.2,9.6,4.7,1
1830,Feb,2,25,12.8,7.5,10.2,5.3,0
1830,Feb,2,26,11.8,6.8,9.3,5,0.2
1830,Feb,2,27,12.2,7.1,9.7,5.1,0
1830,Feb,2,28,12.2,6.7,9.5,5.5,0
1830,Mar,3,1,12.1,6.1,9.1,6,0
1830,Mar,3,2,10.7,6.7,8.7,4,0
1830,Mar,3,3,10.1,6.2,8.2,3.9,0
1830,Mar,3,4,7.1,-1.2,3,8.3,0
1830,Mar,3,5,9.6,-1.7,4,11.3,0
1830,Mar,3,6,10.8,1.5,6.2,9.3,0
1830,Mar,3,7,6.8,-2.8,2,9.6,0
1830,Mar,3,8,8.9,-2.1,3.4,11,0
1830,Mar,3,9,8.3,4.2,6.3,4.1,4.8
1830,Mar,3,10,9.8,5,7.4,4.8,2.5
1830,Mar,3,11,14.1,6.1,10.1,8,0
1830,Mar,3,12,12.2,5,8.6,7.2,0
1830,Mar,3,13,9.8,2.2,6,7.6,0.6
1830,Mar,3,14,10.3,2.3,6.3,8,0
1830,Mar,3,15,10.4,2.3,6.4,8.1,0
1830,Mar,3,16,5.3,0.1,2.7,5.2,0.1
1830,Mar,3,17,12.8,2.7,7.8,10.1,0.2
1830,Mar,3,18,11.7,6.8,9.3,4.9,0
1830,Mar,3,19,12.8,1.9,7.4,10.9,0
1830,Mar,3,20,11,3.2,7.1,7.8,0.2
1830,Mar,3,21,12.2,3.1,7.7,9.1,0
1830,Mar,3,22,9.6,5.3,7.5,4.3,0.6
1830,Mar,3,23,10.3,1.6,6,8.7,0
1830,Mar,3,24,13.4,6.6,10,6.8,0
1830,Mar,3,25,14.3,3.3,8.8,11,0
1830,Mar,3,26,17.2,3.2,10.2,14,0
1830,Mar,3,27,18.2,1.8,10,16.4,0
1830,Mar,3,28,18.2,2.3,10.3,15.9,0
1830,Mar,3,29,16.8,2.3,9.6,14.5,0
1830,Mar,3,30,16.6,2.7,9.7,13.9,0
1830,Mar,3,31,14.7,2.8,8.8,11.9,0
1830,Apr,4,1,3.8,-0.4,1.7,4.2,2.6
1830,Apr,4,2,0.8,-0.4,0.2,1.2,19.4
1830,Apr,4,3,2,-0.7,0.7,2.7,0
1830,Apr,4,4,2.7,-4.2,-0.8,6.9,0
1830,Apr,4,5,4.9,-5,0,9.9,0
1830,Apr,4,6,11.5,-3.4,4.1,14.9,0
1830,Apr,4,7,12.8,3,7.9,9.8,0
1830,Apr,4,8,16.8,6.2,11.5,10.6,0
1830,Apr,4,9,16.1,7.3,11.7,8.8,14.2
1830,Apr,4,10,12.9,4.7,8.8,8.2,0
1830,Apr,4,11,12.2,4.9,8.6,7.3,6.6
1830,Apr,4,12,12.7,6.1,9.4,6.6,3.5
1830,Apr,4,13,13.7,4.6,9.2,9.1,0
1830,Apr,4,14,15,3.3,9.2,11.7,0
1830,Apr,4,15,15.7,8.2,12,7.5,0
1830,Apr,4,16,16.2,9.3,12.8,6.9,5.5
1830,Apr,4,17,15.5,9.3,12.4,6.2,1.7
1830,Apr,4,18,14.4,5.1,9.8,9.3,0
1830,Apr,4,19,12.9,6.1,9.5,6.8,0
1830,Apr,4,20,12.6,3.9,8.3,8.7,2.1
1830,Apr,4,21,14,5,9.5,9,1.1
1830,Apr,4,22,14.3,8.9,11.6,5.4,0.2
1830,Apr,4,23,14.2,9.6,11.9,4.6,3.8
1830,Apr,4,24,12.5,7.2,9.9,5.3,6.5
1830,Apr,4,25,14,2.2,8.1,11.8,0
